Date,SPL_OUT,FKC_OUT,MC_OUT,SJR_OUT,M_IN,MIL_EVAP
1/1/2024,0,0,324,100,1602,7.80
1/2/2024,0,0,324,100,1364,5.15
1/3/2024,0,245,324,100,1503,8.10
1/4/2024,0,327,325,100,1717,2.32
1/5/2024,0,344,325,100,1701,-0.12
1/6/2024,0,0,325,100,2012,7.51
1/7/2024,0,0,326,100,1825,5.97
1/8/2024,0,176,327,100,1460,8.28
1/9/2024,0,173,327,100,1059,2.30
1/10/2024,0,0,327,100,1543,-165.04
1/11/2024,0,173,327,100,1636,14.77
1/12/2024,0,278,327,100,1112,20.11
1/13/2024,0,100,327,100,1201,8.24
1/14/2024,0,0,327,100,2161,4.98
1/15/2024,0,325,327,100,2696,6.30
1/16/2024,0,250,327,100,2221,6.41
1/17/2024,0,300,328,100,1895,0.73
1/18/2024,0,0,328,100,1611,9.79
1/19/2024,0,178,328,100,1670,10.97
1/20/2024,0,0,328,100,1532,16.33
1/21/2024,0,0,326,100,888,6.20
1/22/2024,0,0,322,100,1735,7.37
1/23/2024,0,165,315,100,1209,0.07
1/24/2024,0,216,315,100,1288,263.94
1/25/2024,0,0,279,100,1337,6.00
1/26/2024,0,214,315,100,999,6.48
1/27/2024,0,0,315,100,1030,7.54
1/28/2024,0,25,315,100,867,20.71
1/29/2024,0,602,339,100,1219,15.54
1/30/2024,0,602,350,134,1521,1.83
1/31/2024,0,602,350,174,1390,28.11
2/1/2024,0,602,350,195,1648,5.97
2/2/2024,0,602,350,195,1822,28.84
2/3/2024,0,478,350,195,1316,103.58
2/4/2024,0,420,350,196,1916,15.93
2/5/2024,0,53,350,197,2320,6.43
2/6/2024,0,0,350,205,2385,79.17
2/7/2024,0,153,350,210,2412,6.02
2/8/2024,0,0,350,210,2198,9.31
2/9/2024,0,275,350,210,1957,11.70
2/10/2024,0,400,350,210,1977,10.53
2/11/2024,0,400,350,210,1633,13.41
2/12/2024,0,298,350,211,1369,8.49
2/13/2024,0,365,350,211,1783,13.98
2/14/2024,0,373,350,202,2032,10.34
2/15/2024,0,372,350,197,1615,6.17
2/16/2024,0,347,350,197,1606,4.43
2/17/2024,0,264,350,197,2155,95.22
2/18/2024,0,262,350,191,1908,30.12
2/19/2024,0,262,350,151,2899,12.89
2/20/2024,0,310,350,156,3142,14.04
2/21/2024,0,426,350,170,2469,15.99
2/22/2024,0,561,350,170,2249,9.51
2/23/2024,0,568,350,170,2368,17.19
2/24/2024,0,548,350,170,1124,18.95
2/25/2024,0,606,350,170,971,11.63
2/26/2024,0,776,350,171,1657,16.97
2/27/2024,0,904,350,187,1826,15.29
2/28/2024,0,955,350,195,2329,19.71
2/29/2024,0,897,350,195,2103,15.32
3/1/2024,0,805,350,195,1872,4.46
3/2/2024,0,698,350,195,3007,17.85
3/3/2024,0,648,350,195,2803,23.99
3/4/2024,0,734,350,196,2154,9.22
3/5/2024,0,801,350,196,1633,4.88
3/6/2024,0,889,350,196,1697,14.02
3/7/2024,0,912,350,190,1525,25.03
3/8/2024,0,717,350,174,1385,7.71
3/9/2024,0,498,350,174,1247,19.88
3/10/2024,0,498,350,174,1240,18.71
3/11/2024,0,498,350,174,1259,4.88
3/12/2024,0,562,350,174,1348,10.50
3/13/2024,0,607,350,174,1082,34.35
3/14/2024,0,541,350,174,2209,27.61
3/15/2024,0,448,350,176,1898,20.63
3/16/2024,0,447,350,176,2250,41.08
3/17/2024,0,447,350,176,2339,5.35
3/18/2024,0,554,350,176,2617,25.98
3/19/2024,0,626,350,176,2513,29.40
3/20/2024,0,653,350,187,2928,22.48
3/21/2024,0,616,350,196,2822,37.71
3/22/2024,0,460,350,194,2955,2095.58
3/23/2024,0,374,350,196,3179,-2064.20
3/24/2024,0,429,350,197,2819,17.03
3/25/2024,0,442,350,197,2577,22.91
3/26/2024,0,396,350,197,2733,15.89
3/27/2024,0,375,350,198,2647,18.17
3/28/2024,0,308,350,198,2912,23.00
3/29/2024,0,272,350,198,3386,20.58
3/30/2024,0,239,350,199,4128,15.08
3/31/2024,0,368,350,199,3344,30.30
4/1/2024,0,540,350,199,3263,30.47
4/2/2024,0,650,350,200,3233,47.72
4/3/2024,0,793,350,201,3184,9.01
4/4/2024,0,732,350,201,3227,16.52
4/5/2024,0,585,350,201,3208,23.12
