Date,SPL_OUT,FKC_OUT,MC_OUT,SJR_OUT,M_IN,MIL_EVAP
1/1/2018,0,277,280,100,802,6.19
1/2/2018,0,277,280,100,762,10.36
1/3/2018,0,277,280,100,806,5.68
1/4/2018,0,277,289,100,771,10.33
1/5/2018,0,277,295,100,583,-0.03
1/6/2018,0,277,295,100,494,10.84
1/7/2018,0,92,295,100,458,6.04
1/8/2018,0,0,295,100,639,18.88
1/9/2018,0,185,286,100,788,10.01
1/10/2018,0,277,275,100,662,12.68
1/11/2018,0,277,275,100,704,4.17
1/12/2018,0,277,275,100,696,0.54
1/13/2018,0,278,282,100,898,3.04
1/14/2018,0,278,285,100,904,2.68
1/15/2018,0,278,285,100,765,1.18
1/16/2018,0,278,297,100,776,3.55
1/17/2018,0,128,306,100,1016,1.08
1/18/2018,0,0,306,100,1245,9.06
1/19/2018,0,116,306,100,1130,4.85
1/20/2018,0,280,306,100,1193,9.01
1/21/2018,0,280,306,100,695,0.01
1/22/2018,0,280,306,100,987,6.02
1/23/2018,0,94,306,100,988,7.36
1/24/2018,0,141,306,100,1056,9.34
1/25/2018,0,282,306,100,1323,8.66
1/26/2018,0,82,306,100,1083,7.66
1/27/2018,0,0,306,100,1303,8.13
1/28/2018,0,0,306,100,1065,8.99
1/29/2018,0,189,306,100,909,9.83
1/30/2018,0,284,306,100,903,8.14
1/31/2018,0,284,318,100,1117,8.99
2/1/2018,0,322,325,100,939,13.33
2/2/2018,0,391,325,100,911,9.54
2/3/2018,0,474,426,100,582,9.20
2/4/2018,0,576,475,100,713,12.57
2/5/2018,0,860,475,100,593,12.36
2/6/2018,0,1014,375,100,551,13.19
2/7/2018,0,964,325,100,715,10.00
2/8/2018,0,1083,325,100,672,11.64
2/9/2018,0,1075,325,100,588,18.11
2/10/2018,0,1112,325,100,394,13.90
2/11/2018,0,1247,325,100,429,9.16
2/12/2018,0,1307,324,100,451,9.13
2/13/2018,0,1299,324,100,386,12.79
2/14/2018,0,1262,274,100,344,9.62
2/15/2018,0,1067,250,100,384,14.30
2/16/2018,0,901,250,100,323,19.02
2/17/2018,0,395,250,100,158,15.84
2/18/2018,0,464,250,100,245,5.32
2/19/2018,0,678,250,100,390,5.49
2/20/2018,0,825,350,100,193,-129.85
2/21/2018,0,855,541,100,127,9.91
2/22/2018,0,768,390,100,191,13.68
2/23/2018,0,642,269,100,217,11.53
2/24/2018,0,553,200,100,196,12.38
2/25/2018,0,553,200,100,216,7.42
2/26/2018,0,553,200,100,326,11.15
2/27/2018,0,385,200,100,316,11.36
2/28/2018,0,265,200,100,292,31.83
3/1/2018,0,94,213,100,401,15.29
3/2/2018,0,0,220,100,1209,27.21
3/3/2018,0,0,207,100,1461,1.00
3/4/2018,0,0,200,100,664,5.47
3/5/2018,0,0,200,100,612,0.93
3/6/2018,0,0,200,100,551,32.87
3/7/2018,0,0,200,100,775,15.26
3/8/2018,0,0,200,100,527,14.22
3/9/2018,0,0,200,100,410,2.09
3/10/2018,0,0,200,100,533,11.92
3/11/2018,0,0,200,100,504,10.03
3/12/2018,0,0,200,100,368,17.08
3/13/2018,0,168,200,100,658,8.53
3/14/2018,0,187,200,100,1037,9.56
3/15/2018,0,0,200,100,968,12.73
3/16/2018,0,0,200,100,952,10.35
3/17/2018,0,0,200,100,874,13.30
3/18/2018,0,0,200,100,762,13.63
3/19/2018,0,0,200,100,723,13.51
3/20/2018,0,0,200,100,918,20.21
3/21/2018,0,0,200,100,1870,25.28
3/22/2018,0,0,145,100,11492,11.80
3/23/2018,0,0,32,100,8276,12.55
3/24/2018,0,122,180,100,3011,14.03
3/25/2018,0,293,200,100,1996,18.15
3/26/2018,0,516,200,100,1846,23.71
3/27/2018,0,775,200,100,1922,15.64
3/28/2018,0,890,233,100,2130,23.20
3/29/2018,0,920,250,100,2057,23.15
3/30/2018,0,838,250,100,2405,19.19
3/31/2018,0,779,250,100,2216,25.25
4/1/2018,0,858,250,100,2113,21.65
4/2/2018,0,1192,250,100,2273,18.85
4/3/2018,0,1344,250,100,2035,10.48
4/4/2018,0,1320,500,162,1391,28.78
4/5/2018,0,1199,371,100,1849,13.62
4/6/2018,0,915,267,100,2674,4648.70
4/7/2018,0,597,309,100,11398,19.18
4/8/2018,0,918,322,100,15194,33.99
4/9/2018,0,1416,385,100,8776,10.33
4/10/2018,0,2375,581,100,6839,11.12
4/11/2018,0,2818,885,100,5737,20.08
4/12/2018,0,3077,1008,100,5286,25.55
4/13/2018,0,3029,1007,100,4279,20.48
4/14/2018,0,2851,1021,100,3875,37.86
4/15/2018,0,2976,1054,100,3886,20.40
4/16/2018,0,3216,1064,100,3930,14.48
4/17/2018,0,3358,1039,100,3971,16.82
4/18/2018,0,3486,1053,100,3529,14.78
4/19/2018,0,3663,1064,100,3720,30.40
4/20/2018,0,3608,1080,100,3442,53.90
4/21/2018,0,3527,1091,100,3215,77.25
4/22/2018,0,3694,1105,100,2411,30.60
4/23/2018,0,3907,1175,75,3812,34.12
4/24/2018,0,4139,1200,183,4455,36.57
4/25/2018,0,4246,1200,204,4774,31.98
4/26/2018,0,4219,1200,218,5190,32.41
4/27/2018,0,3896,1200,247,5147,31.13
4/28/2018,0,3516,1200,196,5354,44.03
4/29/2018,0,3295,1187,87,4626,10.28
4/30/2018,0,3326,1200,113,4193,24.91
5/1/2018,0,3464,1200,202,3028,36.17
5/2/2018,0,3440,1200,241,3447,41.22
5/3/2018,0,3400,1200,232,2914,23.72
5/4/2018,0,3259,1200,183,3008,33.39
5/5/2018,0,3040,1200,131,3332,37.17
5/6/2018,0,3244,1161,100,3315,39.22
5/7/2018,0,3657,1168,100,3610,38.44
5/8/2018,0,3891,1200,109,4462,37.00
5/9/2018,0,3803,1200,134,4753,36.48
5/10/2018,0,2917,1198,98,4983,43.70
5/11/2018,0,1903,1143,100,5166,39.81
5/12/2018,0,1052,1104,100,4439,36.27
5/13/2018,0,1116,1055,100,4032,36.22
5/14/2018,0,1413,1056,100,3731,29.77
5/15/2018,0,1579,1035,100,3803,35.23
5/16/2018,0,1629,1015,100,3843,36.71
5/17/2018,0,1601,1010,100,3451,29.21
5/18/2018,0,1477,977,100,3468,46.42
5/19/2018,0,1173,914,100,3397,37.47
5/20/2018,0,1287,879,100,3399,31.85
5/21/2018,0,1757,866,100,3260,40.46
5/22/2018,0,2006,891,100,3106,42.96
5/23/2018,0,2071,956,100,3239,37.61
5/24/2018,0,2091,1032,100,3008,27.15
5/25/2018,0,1796,1052,100,4169,37.49
5/26/2018,0,1428,996,100,3897,33.56
5/27/2018,0,1306,930,100,2970,43.15
5/28/2018,0,1579,946,100,2714,60.75
5/29/2018,0,1617,1039,100,3094,48.93
5/30/2018,0,1616,1046,100,3065,36.59
5/31/2018,0,1643,1034,100,3229,36.00
6/1/2018,0,1439,1034,100,3399,48.47
6/2/2018,0,1071,1010,100,3507,57.16
6/3/2018,0,1154,976,100,3361,68.64
6/4/2018,0,1382,976,100,3181,69.54
6/5/2018,0,1589,991,100,3053,46.94
6/6/2018,0,1705,1006,100,3232,41.95
6/7/2018,0,1705,1002,100,2919,50.90
6/8/2018,0,1576,1011,100,2996,58.64
6/9/2018,0,1132,986,100,3475,46.12
6/10/2018,0,1051,960,100,2933,60.71
6/11/2018,0,1535,977,100,2955,51.19
6/12/2018,0,1785,1008,100,3228,59.19
6/13/2018,0,1837,1044,100,3324,103.76
6/14/2018,0,1738,1072,100,2446,79.97
6/15/2018,0,1510,1099,100,2436,35.30
6/16/2018,0,1084,1088,100,2213,42.45
6/17/2018,0,1203,1045,100,2461,44.75
6/18/2018,0,1507,1036,100,2782,46.89
6/19/2018,0,1777,1079,100,2838,52.75
6/20/2018,0,1964,1093,100,2458,89.90
6/21/2018,0,1932,1112,100,1801,53.92
6/22/2018,0,1651,1101,100,1831,60.53
6/23/2018,0,1299,1086,100,1821,61.28
6/24/2018,0,1416,1105,100,1867,62.41
6/25/2018,0,1779,1097,100,1784,57.47
6/26/2018,0,1977,1100,100,1730,52.88
6/27/2018,0,1994,1135,100,1667,39.56
6/28/2018,0,1967,1157,100,1565,46.74
6/29/2018,0,1638,1135,100,1503,49.83
6/30/2018,0,1430,1125,100,1701,53.67
7/1/2018,0,1745,1118,100,1791,53.76
7/2/2018,0,2303,933,274,1843,45.86
7/3/2018,0,2552,933,274,1890,50.54
7/4/2018,0,2752,926,274,1763,53.59
7/5/2018,0,3174,945,274,1839,59.12
7/6/2018,0,2964,975,273,1902,-1171.98
7/7/2018,0,3968,958,272,2112,63.45
7/8/2018,0,2876,934,273,1980,70.62
7/9/2018,0,3005,934,282,1923,48.12
7/10/2018,0,3002,932,295,1967,49.47
7/11/2018,0,2945,945,295,2004,48.50
7/12/2018,0,2843,966,294,1978,54.31
7/13/2018,0,2535,964,294,1878,54.10
7/14/2018,0,2228,960,293,1954,54.98
7/15/2018,0,2453,944,294,1938,54.48
7/16/2018,0,2829,918,294,1985,49.20
7/17/2018,0,2621,931,294,1757,41.50
7/18/2018,0,2665,954,293,2324,46.76
7/19/2018,0,2786,976,293,2501,56.38
