Date,SPL_OUT,FKC_OUT,MC_OUT,SJR_OUT,M_IN,MIL_EVAP
11/16/2022,0,256,0,500,159,10.94
11/17/2022,0,255,0,500,48,11.59
11/18/2022,0,254,0,500,453,11.92
11/19/2022,0,190,0,500,168,13.90
11/20/2022,0,148,0,500,131,9.14
11/21/2022,0,63,0,500,-231,6.59
11/22/2022,0,184,0,500,15,13.61
11/23/2022,0,146,0,500,43,19.21
11/24/2022,0,58,0,500,251,19.01
11/25/2022,0,47,0,583,105,13.38
11/26/2022,0,88,0,620,71,15.71
11/27/2022,0,81,0,619,86,15.26
11/28/2022,0,170,0,655,84,7.47
11/29/2022,0,247,0,680,273,11.35
11/30/2022,0,144,0,681,372,0.76
12/1/2022,0,62,0,655,807,19.96
12/2/2022,0,62,0,625,653,1.12
12/3/2022,0,72,0,640,517,1.04
12/4/2022,0,0,0,640,1302,4.72
12/5/2022,0,81,0,612,1216,7.56
12/6/2022,0,0,0,569,630,3.18
12/7/2022,0,0,0,569,914,7.96
12/8/2022,0,0,0,560,1360,11.60
12/9/2022,0,114,0,546,1628,114.79
12/10/2022,0,83,0,546,2049,10.79
12/11/2022,0,0,0,547,2218,8.03
12/12/2022,0,0,0,547,1822,3.72
12/13/2022,0,117,0,547,2033,7.54
12/14/2022,0,75,0,548,2502,7.45
12/15/2022,0,65,0,548,2200,5.18
12/16/2022,0,65,0,572,2194,1.94
12/17/2022,0,66,0,584,3140,0.67
12/18/2022,0,66,0,585,2628,1.83
12/19/2022,0,67,0,610,2938,-0.35
12/20/2022,0,67,0,646,3417,3.07
12/21/2022,0,68,0,647,2646,5.04
12/22/2022,0,68,0,647,3015,-0.25
12/23/2022,0,69,0,648,2259,0.33
12/24/2022,0,69,0,648,1766,4.14
12/25/2022,0,69,0,628,1652,15.01
12/26/2022,0,70,0,610,2208,1.08
12/27/2022,0,23,0,586,1508,10.40
12/28/2022,0,0,0,539,2075,-0.02
12/29/2022,0,0,0,504,3048,4.57
12/30/2022,0,188,0,504,2141,17.29
12/31/2022,0,328,0,505,5717,17.29
