DateTime,Regular_Weighted_Temp,TCD_Weighted_Temp,Temperature_Difference
2022-06-05 10:00:00,10.49625,10.541289278601461,0.04503927860146151
2022-06-05 11:00:00,10.487499999999999,10.520346315556539,0.03284631555654016
2022-06-05 12:00:00,10.481250000000001,10.51034631555654,0.029096315556540242
2022-06-05 13:00:00,10.473749999999999,10.51324103784023,0.03949103784023067
2022-06-05 14:00:00,10.47625,10.52079580659438,0.04454580659438023
2022-06-05 15:00:00,10.48125,10.539019418012835,0.05776941801283453
2022-06-05 16:00:00,10.49,10.554348307147599,0.06434830714759943
2022-06-05 17:00:00,10.49625,10.56495131666298,0.06870131666297952
2022-06-05 18:00:00,10.497499999999997,10.567933724275285,0.07043372427528327
2022-06-05 19:00:00,10.489999999999998,10.568328446558974,0.0783284465589742
2022-06-05 20:00:00,10.481250000000001,10.554183724275283,0.07293372427528255
2022-06-05 21:00:00,10.4725,10.536628955521133,0.06412895552113351
2022-06-05 22:00:00,10.46875,10.529710112856826,0.06096011285682734
2022-06-05 23:00:00,10.467500000000001,10.526968909050675,0.05946890905067548
2022-06-06 00:00:00,10.47125,10.53083951095375,0.059589510953751645
2022-06-06 01:00:00,10.47125,10.532243029431292,0.06099302943129126
2022-06-06 02:00:00,10.4725,10.530203584863909,0.057703584863909585
2022-06-06 03:00:00,10.4725,10.523778214206684,0.051278214206684325
2022-06-06 04:00:00,10.4725,10.521771686213764,0.04927168621376499
2022-06-06 05:00:00,10.48125,10.53070812126577,0.04945812126576743
2022-06-06 06:00:00,10.4925,10.546684000885152,0.05418400088515263
2022-06-06 07:00:00,10.50375,10.562506362027,0.058756362026997966
2022-06-06 08:00:00,10.515,10.570861639743306,0.055861639743306934
2022-06-06 09:00:00,10.525,10.579491037840231,0.054491037840231016
2022-06-06 10:00:00,10.53875,10.593208121265768,0.05445812126576799
2022-06-06 11:00:00,10.555,10.61619052887807,0.06119052887807053
2022-06-06 12:00:00,10.565,10.630576454967914,0.06557645496791409
2022-06-06 13:00:00,10.565,10.62764881610976,0.06264881610975936
2022-06-06 14:00:00,10.565000000000001,10.62420585306484,0.05920585306483783
2022-06-06 15:00:00,10.562500000000002,10.620609371542377,0.05810937154237705
2022-06-06 16:00:00,10.56375,10.620850575348529,0.05710057534852919
2022-06-06 17:00:00,10.5625,10.617100575348529,0.05460057534852858
2022-06-06 18:00:00,10.563750000000002,10.626212381057757,0.06246238105775692
2022-06-06 19:00:00,10.575,10.645378955521135,0.07037895552113338
2022-06-06 20:00:00,10.577500000000002,10.661376687320205,0.08387668732020459
2022-06-06 21:00:00,10.571250000000001,10.650367891126354,0.07911789112635437
2022-06-06 22:00:00,10.56,10.637440252268204,0.0774402522682025
2022-06-06 23:00:00,10.552499999999998,10.622166131887589,0.06966613188758619
2022-06-07 00:00:00,10.54,10.600707844655899,0.060707844655897736
2022-06-07 01:00:00,10.52375,10.574008353618058,0.05025835361805808
2022-06-07 02:00:00,10.516250000000001,10.563920668289445,0.04767066828944566
2022-06-07 03:00:00,10.516250000000001,10.561968909050677,0.04571890905067644
2022-06-07 04:00:00,10.515,10.55739654790883,0.042396547908830406
2022-06-07 05:00:00,10.514999999999999,10.56770358486391,0.052703584863909025
2022-06-07 06:00:00,10.524999999999999,10.590017149811906,0.06501714981190565
2022-06-07 07:00:00,10.54375,10.621321918566057,0.07757191856605572
2022-06-07 08:00:00,10.557500000000001,10.63979779818544,0.08229779818543959
2022-06-07 09:00:00,10.567499999999999,10.642604835140517,0.07510483514051836
2022-06-07 10:00:00,10.575000000000001,10.649830714759903,0.07483071475990388
2022-06-07 11:00:00,10.5825,10.65154127019252,0.0690412701925216
2022-06-07 12:00:00,10.584999999999999,10.652703584863907,0.0677035848639087
2022-06-07 13:00:00,10.59375,10.660905344102677,0.06715534410267732
2022-06-07 14:00:00,10.603750000000002,10.676420668289445,0.07267066828944513
2022-06-07 15:00:00,10.61625,10.691234233237443,0.07498423323744241
2022-06-07 16:00:00,10.6225,10.700104835140518,0.07760483514051875
2022-06-07 17:00:00,10.62375,10.700773677804824,0.07702367780482433
2022-06-07 18:00:00,10.61875,10.692451316662979,0.07370131666297874
2022-06-07 19:00:00,10.61625,10.684951316662978,0.06870131666297885
2022-06-07 20:00:00,10.610000000000001,10.677297798185439,0.06729779818543968
2022-06-07 21:00:00,10.6075,10.668701316662979,0.061201316662979455
2022-06-07 22:00:00,10.604999999999999,10.673087242752821,0.06808724275282185
2022-06-07 23:00:00,10.608749999999999,10.682593770745742,0.07384377074574155
2022-06-08 00:00:00,10.609999999999998,10.683851569807278,0.07385156980727814
2022-06-08 01:00:00,10.608749999999999,10.67877733477646,0.07002733477646128
2022-06-08 02:00:00,10.606250000000001,10.676061145862745,0.06981114586274528
2022-06-08 03:00:00,10.60375,10.66253963701894,0.05878963701893847
2022-06-08 04:00:00,10.60125,10.652103436686245,0.050853436686244535
2022-06-08 05:00:00,10.596250000000001,10.641554764000439,0.045304764000440256
2022-06-08 06:00:00,10.59875,10.638507287956733,0.03975728795673361
2022-06-08 07:00:00,10.605,10.644115195378566,0.039115195378566
2022-06-08 08:00:00,10.615000000000002,10.656928538413512,0.04192853841351174
2022-06-08 09:00:00,10.62,10.661054833791491,0.04105483379149022
2022-06-08 10:00:00,10.623750000000001,10.667118059016392,0.04336805901639251
2022-06-08 11:00:00,10.632500000000002,10.680090536105032,0.0475905361050315
2022-06-08 12:00:00,10.64,10.689991419076977,0.04999141907697835
2022-06-08 13:00:00,10.643749999999999,10.699890240705955,0.0561402407059548
2022-06-08 14:00:00,10.645,10.701624467464704,0.05662446746470473
2022-06-08 15:00:00,10.651249999999997,10.706506035491465,0.05525603549146374
2022-06-08 16:00:00,10.655,10.707195421353523,0.05219542135352251
2022-06-08 17:00:00,10.647499999999999,10.690929849853116,0.04342984985311893
2022-06-08 18:00:00,10.64875,10.693611981735481,0.044861981735480505
2022-06-08 19:00:00,10.6525,10.706652095053977,0.054152095053977556
2022-06-08 20:00:00,10.655000000000001,10.717587409752102,0.0625874097521033
2022-06-08 21:00:00,10.65625,10.727760529133777,0.07151052913377898
2022-06-08 22:00:00,10.661249999999999,10.74205194752004,0.08080194752003944
2022-06-08 23:00:00,10.65625,10.738395098463537,0.08214509846353635
2022-06-09 00:00:00,10.64375,10.718734338546616,0.07498433854661624
2022-06-09 01:00:00,10.63,10.690806530739868,0.06080653073986819
2022-06-09 02:00:00,10.62125,10.677709842183829,0.05645984218382871
2022-06-09 03:00:00,10.6175,10.668151007450803,0.05065100745080331
2022-06-09 04:00:00,10.614999999999998,10.658760291619881,0.043760291619880265
2022-06-09 05:00:00,10.61375,10.659680276113015,0.045930276113015145
2022-06-09 06:00:00,10.622499999999999,10.674855882227256,0.05235588222725429
2022-06-09 07:00:00,10.632500000000002,10.691694644114072,0.059194644114071604
2022-06-09 08:00:00,10.642499999999998,10.711309338836514,0.06880933883651386
2022-06-09 09:00:00,10.645000000000001,10.71316532293233,0.06816532293232891
2022-06-09 10:00:00,10.642500000000002,10.710045453666527,0.06754545366652542
2022-06-09 11:00:00,10.64,10.700866769002749,0.06086676900275134
2022-06-09 12:00:00,10.633749999999997,10.69308573934731,0.05933573934731173
2022-06-09 13:00:00,10.636249999999999,10.694598516658576,0.058348516658577765
2022-06-09 14:00:00,10.645,10.705916806367823,0.06091680636782293
2022-06-09 15:00:00,10.66,10.726452538840398,0.06645253884039959
2022-06-09 16:00:00,10.670000000000002,10.741355961348551,0.07135596134855127
2022-06-09 17:00:00,10.68125,10.751556346878926,0.07030634687892867
2022-06-09 18:00:00,10.684999999999999,10.760873917862071,0.07587391786207087
2022-06-09 19:00:00,10.69125,10.764895831844003,0.0736458318440032
2022-06-09 20:00:00,10.695,10.758718550288588,0.06371855028858753
2022-06-09 21:00:00,10.69375,10.742935377399586,0.04918537739958628
2022-06-09 22:00:00,10.6975,10.73810362957913,0.04060362957913055
2022-06-09 23:00:00,10.70875,10.74434274611399,0.03559274611399044
2022-06-10 00:00:00,10.7175,10.750369689119172,0.0328696891191711
2022-06-10 01:00:00,10.72,10.759443782383421,0.03944378238341972
2022-06-10 02:00:00,10.726249999999997,10.767044818652849,0.04079481865284973
2022-06-10 03:00:00,10.727499999999997,10.767335233160622,0.03983523316062243
2022-06-10 04:00:00,10.727500000000001,10.76329481865285,0.03579481865285006
2022-06-10 05:00:00,10.727500000000001,10.755538082901555,0.028038082901555184
2022-06-10 06:00:00,10.723749999999999,10.745470725388603,0.02172072538860159
2022-06-10 07:00:00,10.72,10.737166839378236,0.017166839378238707
2022-06-10 08:00:00,10.7175,10.734376424870467,0.016876424870467144
2022-06-10 09:00:00,10.72125,10.743450518134717,0.022200518134715352
2022-06-10 10:00:00,10.725,10.754288082901555,0.02928808290155449
2022-06-10 11:00:00,10.733749999999999,10.77140932642487,0.037659326424870576
2022-06-10 12:00:00,10.74125,10.787057512953368,0.045807512953369045
2022-06-10 13:00:00,10.745,10.793408549222798,0.048408549222799024
2022-06-10 14:00:00,10.742500000000001,10.783374870466321,0.04087487046632221
2022-06-10 15:00:00,10.738750000000001,10.776800777202073,0.03805077720207373
2022-06-10 16:00:00,10.74,10.777280569948186,0.03728056994818685
2022-06-10 17:00:00,10.741249999999999,10.778787305699481,0.037537305699482104
2022-06-10 18:00:00,10.743749999999999,10.778050777202074,0.03430077720207336
2022-06-10 19:00:00,10.743749999999999,10.77955751295337,0.03580751295336859
2022-06-10 20:00:00,10.745,10.781868134715026,0.036868134715025924
2022-06-10 21:00:00,10.74375,10.78671243523316,0.04296243523316079
2022-06-10 22:00:00,10.746249999999998,10.800306735751295,0.05405673575129577
2022-06-10 23:00:00,10.748750000000001,10.81242797927461,0.06367797927461138
2022-06-11 00:00:00,10.75125,10.816981865284976,0.06573186528497588
2022-06-11 01:00:00,10.751249999999999,10.80848860103627,0.057238601036269765
2022-06-11 02:00:00,10.74125,10.78588756476684,0.04463756476683978
2022-06-11 03:00:00,10.728750000000002,10.76421243523316,0.035462435233160505
2022-06-11 04:00:00,10.726249999999999,10.760138341968911,0.033888341968911995
2022-06-11 05:00:00,10.728750000000002,10.768374870466323,0.039624870466322015
2022-06-11 06:00:00,10.73375,10.780327720207255,0.04657772020725459
2022-06-11 07:00:00,10.747499999999999,10.788341191709847,0.04084119170984524
2022-06-11 08:00:00,10.758750000000003,10.803888341968912,0.04513834196891264
2022-06-11 09:00:00,10.76625,10.80683445595855,0.04058445595854976
2022-06-11 10:00:00,10.7675,10.810003626943006,0.04250362694300658
2022-06-11 11:00:00,10.76875,10.817213212435233,0.04846321243523333
2022-06-11 12:00:00,10.77875,10.834010362694304,0.05526036269430179
2022-06-11 13:00:00,10.788749999999999,10.847537305699483,0.05878730569948276
2022-06-11 14:00:00,10.8,10.85911139896373,0.05911139896373108
2022-06-11 15:00:00,10.805,10.858854663212437,0.053854663212435705
2022-06-11 16:00:00,10.80375,10.857381606217617,0.05363160621761742
2022-06-11 17:00:00,10.805,10.86350958549223,0.058509585492229066
2022-06-11 18:00:00,10.8075,10.870117357512955,0.06261735751295427
2022-06-11 19:00:00,10.807500000000001,10.876245336787566,0.06874533678756545
2022-06-11 20:00:00,10.811250000000001,10.881156994818653,0.06990699481865326
2022-06-11 21:00:00,10.813749999999999,10.884305181347152,0.07055518134715122
2022-06-11 22:00:00,10.812499999999998,10.876102331606216,0.06360233160621753
2022-06-11 23:00:00,10.805,10.864048445595854,0.059048445595855314
2022-06-12 00:00:00,10.795000000000002,10.855521502590676,0.06052150259067446
2022-06-12 01:00:00,10.787500000000001,10.848467616580312,0.06096761658031169
2022-06-12 02:00:00,10.780000000000001,10.836123316062174,0.05612331606217613
2022-06-12 03:00:00,10.77375,10.825029015544041,0.051279015544041684
2022-06-12 04:00:00,10.772499999999999,10.825954922279795,0.05345492227979309
2022-06-12 05:00:00,10.78,10.83922512953368,0.059225129533679644
2022-06-12 06:00:00,10.78875,10.847874093264247,0.05912409326424961
2022-06-12 07:00:00,10.800000000000002,10.862326943005183,0.06232694300518271
2022-06-12 08:00:00,10.81625,10.87902305699482,0.06277305699481905
2022-06-12 09:00:00,10.82625,10.891198963730572,0.0649489637305718
2022-06-12 10:00:00,10.838750000000001,10.894780569948187,0.056030569948187336
2022-06-12 11:00:00,10.8575,10.913240155440414,0.05574015544041466
2022-06-12 12:00:00,10.875,10.941645077720207,0.06664507772020745
2022-06-12 13:00:00,10.892499999999998,10.96255,0.0700499999999995
2022-06-12 14:00:00,10.89875,10.961523056994817,0.06277305699481861
2022-06-12 15:00:00,10.899999999999999,10.956266321243524,0.05626632124352415
2022-06-12 16:00:00,10.899999999999999,10.951813471502593,0.051813471502591746
2022-06-12 17:00:00,10.89625,10.941779792746114,0.04552979274611446
2022-06-12 18:00:00,10.889999999999999,10.925752849740933,0.03575284974093362
2022-06-12 19:00:00,10.8825,10.919313471502594,0.03681347150259273
2022-06-12 20:00:00,10.88375,10.932785751295336,0.04903575129533788
2022-06-12 21:00:00,10.88125,10.937508031088084,0.05625803108808358
2022-06-12 22:00:00,10.877500000000001,10.939696632124353,0.062196632124353224
2022-06-12 23:00:00,10.873750000000001,10.949898704663216,0.07614870466321433
2022-06-13 00:00:00,10.875000000000002,10.961688439606014,0.08668843960601502
2022-06-13 01:00:00,10.861250000000002,10.940672717842324,0.07942271784232258
2022-06-13 02:00:00,10.84125,10.891258514600331,0.05000851460033018
2022-06-13 03:00:00,10.826250000000002,10.86322393242129,0.036973932421289435
2022-06-13 04:00:00,10.815000000000001,10.841685581719734,0.026685581719732454
2022-06-13 05:00:00,10.81375,10.843784307100531,0.030034307100530455
2022-06-13 06:00:00,10.83,10.877710110255878,0.047710110255878124
2022-06-13 07:00:00,10.8525,10.917199091298945,0.06469909129894535
2022-06-13 08:00:00,10.8675,10.928916460561819,0.061416460561820596
2022-06-13 09:00:00,10.88125,10.93302449119053,0.051774491190530236
2022-06-13 10:00:00,10.894999999999998,10.949563901208018,0.054563901208018795
2022-06-13 11:00:00,10.916250000000002,10.975215373383397,0.05896537338339658
2022-06-13 12:00:00,10.92875,10.994335150787855,0.06558515078785332
2022-06-13 13:00:00,10.938749999999999,10.997038715650103,0.05828871565010285
2022-06-13 14:00:00,10.944999999999999,11.000873289719658,0.055873289719658104
2022-06-13 15:00:00,10.9475,11.003537007165406,0.05603700716540683
2022-06-13 16:00:00,10.943749999999998,11.007152775452546,0.06340277545254769
2022-06-13 17:00:00,10.945,11.016806398451399,0.07180639845139858
2022-06-13 18:00:00,10.95,11.028938442211052,0.07893844221105373
2022-06-13 19:00:00,10.950000000000001,11.029385464290655,0.07938546429065663
2022-06-13 20:00:00,10.95125,11.030195259926465,0.07894525992646706
2022-06-13 21:00:00,10.9525,11.042595227333626,0.09009522733362507
2022-06-13 22:00:00,10.95,11.065451998526916,0.11545199852691734
2022-06-13 23:00:00,10.935,11.041174417384003,0.10617441738400313
2022-06-14 00:00:00,10.903749999999999,10.98400583643279,0.08025583643278988
2022-06-14 01:00:00,10.875,10.928212911163456,0.053212911163454946
2022-06-14 02:00:00,10.8625,10.904663471373645,0.042163471373644734
2022-06-14 03:00:00,10.861249999999998,10.907125125544265,0.04587512554426154
2022-06-14 04:00:00,10.865,10.91820336667131,0.053203366671310315
2022-06-14 05:00:00,10.876249999999999,10.92889234828496,0.052642348284960505
2022-06-14 06:00:00,10.8925,10.959292474753878,0.0667924747538764
2022-06-14 07:00:00,10.9175,11.01148668936206,0.09398668936206045
2022-06-14 08:00:00,10.9475,11.066034959238984,0.11853495923898505
2022-06-14 09:00:00,10.9675,11.094769777669764,0.12726977766976266
2022-06-14 10:00:00,10.965,11.089453053578954,0.12445305357895364
2022-06-14 11:00:00,10.95625,11.058938879456706,0.1026888794567058
2022-06-14 12:00:00,10.95,11.043932353066122,0.09393235306612335
2022-06-14 13:00:00,10.955000000000002,11.043586378826104,0.08858637882610476
2022-06-14 14:00:00,10.9675,11.065229681255873,0.09772968125587345
2022-06-14 15:00:00,10.985,11.078451465565749,0.09345146556574835
2022-06-14 16:00:00,11.003749999999998,11.10274868169575,0.09899868169574777
2022-06-14 17:00:00,11.02625,11.13208364451083,0.10583364451082922
2022-06-14 18:00:00,11.0325,11.133203965914916,0.10070396591491693
2022-06-14 19:00:00,11.032499999999999,11.122401005707202,0.08990100570720072
2022-06-14 20:00:00,11.02,11.103136774325465,0.08313677432546518
2022-06-14 21:00:00,11.000000000000002,11.082666251510574,0.0826662515105745
2022-06-14 22:00:00,10.98375,11.060638509362818,0.0768885093628191
2022-06-14 23:00:00,10.9725,11.05458404848745,0.08208404848745077
