JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
 37814.043,   237.535,   167.941,    29.865,     0.000,     0.000,     0.000,     0.250,    75.441,  1969.210,     1.000,    18.033,  -232.869,     0.000,   404.674,   464.710,   175.351,    -2.519,     0.000,
 37815.043,   255.593,   167.520,    28.657,     0.000,     0.000,     0.000,     0.250,    75.020,  1969.210,     1.000,    17.817,  -192.459,     0.000,   422.946,   457.272,   167.216,    -9.083,     0.000,
 37816.043,   294.005,   167.162,    28.340,     0.000,     0.000,     0.000,     0.250,    74.662,  1927.730,     1.000,    18.028,  -214.203,     0.000,   386.061,   455.270,   141.156,     3.838,     0.000,
 37817.045,   441.519,   166.785,    28.936,     0.000,     0.000,     0.000,     0.250,    74.285,  1927.730,     1.000,    18.193,  -245.464,     0.000,   365.913,   458.917,   140.899,    11.561,     0.000,
 37818.046,   494.889,   166.314,    29.207,     0.000,     0.000,     0.000,     0.250,    73.814,  1882.250,     1.000,    18.240,  -271.640,     0.000,   353.796,   460.529,   146.741,    18.167,     0.000,
 37819.045,   405.388,   165.757,    28.981,     0.000,     0.000,     0.000,     0.250,    73.257,  1882.250,     1.000,    18.172,  -323.706,     0.000,   330.654,   459.225,   165.008,    30.127,     0.000,
 37820.043,   284.418,   165.208,    28.057,     0.000,     0.000,     0.000,     0.250,    72.708,  1830.320,     1.000,    18.247,  -244.236,     0.000,   357.744,   453.563,   136.500,    11.916,     0.000,
 37821.043,   257.051,   164.733,    28.295,     0.000,     0.000,     0.000,     0.250,    72.233,  1830.320,     1.000,    18.313,  -208.163,     0.000,   386.916,   455.008,   140.169,    -0.098,     0.000,
 37822.043,   319.457,   164.382,    28.499,     0.000,     0.000,     0.000,     0.250,    71.882,  1779.400,     1.000,    18.401,  -173.666,     0.000,   397.256,   456.245,   117.867,    -3.189,     0.000,
 37823.043,   249.861,   164.067,    28.585,     0.000,     0.000,     0.000,     0.250,    71.567,  1779.400,     1.000,    18.443,  -240.771,     0.000,   362.047,   456.758,   133.802,    12.258,     0.000,
 37824.046,   431.068,   163.723,    28.978,     0.000,     0.000,     0.000,     0.250,    71.223,  1779.400,     1.000,    18.587,  -220.805,     0.000,   387.433,   459.241,   146.710,     2.287,     0.000,
 37825.045,   415.116,   163.385,    29.912,     0.000,     0.000,     0.000,     0.250,    70.885,  1723.440,     1.000,    18.679,  -228.592,     0.000,   392.109,   464.973,   152.246,     3.481,     0.000,
 37826.044,   351.701,   163.063,    30.147,     0.000,     0.000,     0.000,     0.250,    70.563,  1723.440,     1.000,    18.753,  -234.197,     0.000,   392.140,   466.487,   155.430,     4.420,     0.000,
 37827.043,   282.328,   162.739,    29.551,     0.000,     0.000,     0.000,     0.250,    70.239,  1723.440,     1.000,    18.642,  -259.071,     0.000,   383.797,   462.657,   173.461,     6.749,     0.000,
 37828.043,   260.038,   162.438,    29.260,     0.000,     0.000,     0.000,     0.250,    69.938,  1669.420,     1.000,    18.783,  -259.846,     0.000,   378.338,   460.854,   170.349,     6.981,     0.000,
 37829.043,   315.091,   162.205,    28.560,     0.000,     0.000,     0.000,     0.250,    69.705,  1669.420,     1.000,    18.714,  -332.544,     0.000,   345.937,   456.622,   198.279,    23.580,     0.000,
 37830.044,   341.356,   161.957,    28.284,     0.000,     0.000,     0.000,     0.250,    69.457,  1669.420,     1.000,    18.710,  -348.511,     0.000,   308.726,   454.955,   160.312,    41.971,     0.000,
 37831.043,   297.815,   161.615,    28.214,     0.000,     0.000,     0.000,     0.250,    69.115,  1669.420,     1.000,    18.755,  -301.309,     0.000,   334.394,   454.517,   156.916,    24.270,     0.000,
 37832.043,   272.590,   161.195,    28.224,     0.000,     0.000,     0.000,     0.250,    68.695,  1616.270,     1.000,    18.784,  -298.427,     0.000,   326.892,   454.577,   142.648,    28.094,     0.000,
 37833.045,   421.315,   160.803,    28.049,     0.000,     0.000,     0.000,     0.250,    68.303,  1616.270,     1.000,    18.726,  -279.035,     0.000,   338.226,   453.548,   141.902,    21.811,     0.000,
 37834.044,   307.828,   160.502,    27.961,     0.000,     0.000,     0.000,     0.250,    68.002,  1616.270,     1.000,    18.792,  -278.610,     0.000,   361.870,   453.010,   175.372,    12.097,     0.000,
 37835.043,   286.116,   160.259,    28.041,     0.000,     0.000,     0.000,     0.250,    67.759,  1562.540,     1.000,    18.849,  -218.742,     0.000,   381.485,   453.477,   140.137,     6.613,     0.000,
 37836.044,   308.800,   160.033,    27.666,     0.000,     0.000,     0.000,     0.250,    67.533,  1562.540,     1.000,    18.807,  -171.367,     0.000,   406.636,   451.215,   127.199,    -0.411,     0.000,
 37837.044,   315.453,   159.810,    28.059,     0.000,     0.000,     0.000,     0.250,    67.310,  1562.540,     1.000,    18.907,  -200.444,     0.000,   394.111,   453.620,   143.729,    -2.795,     0.000,
 37838.043,   302.926,   159.581,    28.411,     0.000,     0.000,     0.000,     0.250,    67.081,  1562.540,     1.000,    18.989,  -250.103,     0.000,   365.901,   455.785,   149.971,    10.247,     0.000,
 37839.044,   295.320,   159.284,    28.408,     0.000,     0.000,     0.000,     0.250,    66.784,  1506.420,     1.000,    19.008,  -264.732,     0.000,   357.745,   455.688,   152.600,    14.189,     0.000,
 37840.043,   289.155,   158.981,    28.558,     0.000,     0.000,     0.000,     0.250,    66.481,  1506.420,     1.000,    19.036,  -231.792,     0.000,   395.357,   456.593,   173.877,    -3.321,     0.000,
 37841.046,   547.063,   158.763,    28.902,     0.000,     0.000,     0.000,     0.250,    66.263,  1506.420,     1.000,    19.167,  -279.758,     0.000,   365.898,   458.822,   174.057,    12.778,     0.000,
 37842.046,   511.582,   158.630,    28.855,     0.000,     0.000,     0.000,     0.250,    66.130,  1506.420,     1.000,    19.165,  -255.895,     0.000,   374.134,   458.425,   164.310,     7.293,     0.000,
 37843.046,   506.374,   158.640,    28.961,     0.000,     0.000,     0.000,     0.250,    66.140,  1506.420,     1.000,    19.231,  -280.576,     0.000,   369.964,   459.102,   180.572,    10.866,     0.000,
 37844.046,   483.267,   158.681,    28.985,     0.000,     0.000,     0.000,     0.250,    66.181,  1506.420,     1.000,    19.271,  -245.519,     0.000,   382.520,   459.233,   164.757,     4.049,     0.000,
 37845.046,   556.917,   158.622,    29.022,     0.000,     0.000,     0.000,     0.250,    66.122,  1506.420,     1.000,    19.293,  -288.853,     0.000,   345.941,   459.482,   153.944,    21.367,     0.000,
 37846.046,   520.670,   158.522,    28.884,     0.000,     0.000,     0.000,     0.250,    66.022,  1506.420,     1.000,    19.293,  -326.906,     0.000,   330.656,   458.608,   169.190,    29.763,     0.000,
 37847.045,   473.785,   158.364,    28.672,     0.000,     0.000,     0.000,     0.250,    65.864,  1448.550,     1.000,    19.271,  -323.989,     0.000,   330.657,   457.311,   169.609,    27.726,     0.000,
 37848.045,   424.068,   158.119,    28.456,     0.000,     0.000,     0.000,     0.250,    65.619,  1448.550,     1.000,    19.258,  -285.320,     0.000,   345.937,   455.999,   155.849,    19.408,     0.000,
 37849.046,   460.422,   157.944,    28.156,     0.000,     0.000,     0.000,     0.250,    65.444,  1448.550,     1.000,    19.259,  -294.690,     0.000,   334.390,   454.188,   150.808,    24.084,     0.000,
 37850.044,   384.440,   157.876,    27.819,     0.000,     0.000,     0.000,     0.250,    65.376,  1448.550,     1.000,    19.198,  -288.810,     0.000,   338.225,   452.159,   152.888,    21.988,     0.000,
 37851.045,   430.492,   157.828,    27.358,     0.000,     0.000,     0.000,     0.250,    65.328,  1448.550,     1.000,    19.139,  -292.251,     0.000,   326.892,   449.398,   139.732,    30.012,     0.000,
 37852.044,   417.121,   157.783,    27.209,     0.000,     0.000,     0.000,     0.250,    65.283,  1448.550,     1.000,    19.160,  -302.610,     0.000,   326.891,   448.504,   153.638,    27.360,     0.000,
 37853.044,   398.467,   157.704,    27.016,     0.000,     0.000,     0.000,     0.250,    65.204,  1448.550,     1.000,    19.177,  -272.746,     0.000,   338.225,   447.330,   144.533,    19.107,     0.000,
 37854.044,   335.144,   157.599,    26.750,     0.000,     0.000,     0.000,     0.250,    65.099,  1448.550,     1.000,    19.132,  -269.969,     0.000,   342.030,   445.759,   150.040,    16.200,     0.000,
 37855.045,   420.420,   157.502,    26.729,     0.000,     0.000,     0.000,     0.250,    65.002,  1448.550,     1.000,    19.157,  -280.763,     0.000,   330.654,   445.635,   143.728,    22.055,     0.000,
 37856.044,   416.829,   157.376,    26.491,     0.000,     0.000,     0.000,     0.250,    64.876,  1381.320,     1.000,    19.126,  -295.533,     0.000,   308.726,   444.219,   126.913,    33.128,     0.000,
 37857.045,   486.935,   157.270,    26.159,     0.000,     0.000,     0.000,     0.250,    64.770,  1381.320,     1.000,    19.088,  -297.418,     0.000,   321.480,   442.253,   146.943,    29.701,     0.000,
 37858.045,   433.716,   157.170,    25.549,     0.000,     0.000,     0.000,     0.250,    64.670,  1381.320,     1.000,    18.986,  -275.185,     0.000,   316.036,   438.658,   126.761,    25.802,     0.000,
 37859.045,   451.879,   157.050,    25.530,     0.000,     0.000,     0.000,     0.250,    64.550,  1381.320,     1.000,    18.974,  -265.038,     0.000,   334.389,   438.548,   142.843,    18.035,     0.000,
 37860.045,   521.183,   156.926,    25.466,     0.000,     0.000,     0.000,     0.250,    64.426,  1381.320,     1.000,    19.032,  -243.640,     0.000,   353.819,   438.170,   152.306,     6.983,     0.000,
 37861.045,   506.597,   156.822,    26.058,     0.000,     0.000,     0.000,     0.250,    64.322,  1381.320,     1.000,    19.134,  -228.987,     0.000,   361.805,   441.739,   144.964,     4.090,     0.000,
 37862.045,   514.151,   156.741,    26.385,     0.000,     0.000,     0.000,     0.250,    64.241,  1381.320,     1.000,    19.199,  -254.948,     0.000,   345.942,   443.692,   144.242,    12.956,     0.000,
 37863.046,   598.787,   156.658,    26.395,     0.000,     0.000,     0.000,     0.250,    64.158,  1381.320,     1.000,    19.247,  -255.177,     0.000,   361.134,   443.792,   164.429,     8.090,     0.000,
 37864.046,   562.855,   156.607,    26.615,     0.000,     0.000,     0.000,     0.250,    64.107,  1381.320,     1.000,    19.291,  -224.612,     0.000,   360.111,   445.077,   129.817,     9.829,     0.000,
 37865.043,   315.269,   156.583,    27.017,     0.000,     0.000,     0.000,     0.250,    64.083,  1381.320,     1.000,    19.354,  -203.154,     0.000,   375.850,   447.384,   128.333,     3.287,     0.000,
 37866.045,   465.509,   156.548,    26.860,     0.000,     0.000,     0.000,     0.250,    64.048,  1381.320,     1.000,    19.394,  -253.001,     0.000,   346.490,   446.525,   136.304,    16.661,     0.000,
 37867.045,   475.835,   156.504,    26.637,     0.000,     0.000,     0.000,     0.250,    64.004,  1381.320,     1.000,    19.395,  -233.588,     0.000,   350.744,   445.099,   127.912,    11.321,     0.000,
 37868.044,   379.681,   156.516,    26.972,     0.000,     0.000,     0.000,     0.250,    64.016,  1381.320,     1.000,    19.444,  -210.857,     0.000,   380.064,   447.143,   144.714,    -0.936,     0.000,
 37869.045,   426.840,   156.552,    27.327,     0.000,     0.000,     0.000,     0.250,    64.052,  1381.320,     1.000,    19.502,  -234.407,     0.000,   391.267,   449.292,   183.176,    -6.793,     0.000,
 37870.044,   379.972,   156.627,    27.320,     0.000,     0.000,     0.000,     0.250,    64.127,  1381.320,     1.000,    19.553,  -223.723,     0.000,   380.312,   449.217,   154.374,     0.444,     0.000,
 37871.044,   377.104,   156.794,    27.501,     0.000,     0.000,     0.000,     0.250,    64.294,  1381.320,     1.000,    19.601,  -238.057,     0.000,   376.407,   450.294,   160.957,     3.213,     0.000,
 37872.044,   376.442,   157.032,    27.517,     0.000,     0.000,     0.000,     0.250,    64.532,  1381.320,     1.000,    19.658,  -230.493,     0.000,   390.459,   450.373,   173.834,    -3.255,     0.000,
 37873.045,   478.183,   157.225,    27.409,     0.000,     0.000,     0.000,     0.250,    64.725,  1381.320,     1.000,    19.699,  -287.928,     0.000,   387.449,   449.755,   230.399,    -4.777,     0.000,
 37874.047,   600.000,   157.188,    27.498,     0.000,     0.000,     0.000,     0.250,    64.688,  1381.320,     1.000,    19.762,  -213.271,     0.000,   391.451,   450.289,   159.338,    -4.904,     0.000,
 37875.047,   600.000,   156.995,    27.184,     0.000,     0.000,     0.000,     0.250,    64.495,  1381.320,     1.000,    19.780,  -317.154,     0.000,   308.727,   448.363,   141.904,    35.614,     0.000,
 37876.047,   600.000,   156.826,    26.862,     0.000,     0.000,     0.000,     0.250,    64.326,  1381.320,     1.000,    19.748,  -283.876,     0.000,   319.533,   446.439,   128.470,    28.500,     0.000,
 37877.047,   583.439,   156.713,    26.544,     0.000,     0.000,     0.000,     0.250,    64.213,  1381.320,     1.000,    19.708,  -263.270,     0.000,   334.718,   444.550,   134.854,    18.584,     0.000,
 37878.047,   600.000,   156.682,    26.347,     0.000,     0.000,     0.000,     0.250,    64.182,  1381.320,     1.000,    19.693,  -262.659,     0.000,   342.671,   443.378,   146.273,    15.679,     0.000,
 37879.047,   600.000,   156.696,    26.161,     0.000,     0.000,     0.000,     0.250,    64.196,  1381.320,     1.000,    19.685,  -264.383,     0.000,   338.956,   442.295,   144.963,    16.081,     0.000,
 37880.047,   600.000,   156.644,    25.716,     0.000,     0.000,     0.000,     0.250,    64.144,  1381.320,     1.000,    19.625,  -299.957,     0.000,   300.403,   439.654,   123.220,    37.486,     0.000,
 37881.047,   600.000,   156.637,    24.970,     0.000,     0.000,     0.000,     0.250,    64.137,  1381.320,     1.000,    19.509,  -305.775,     0.000,   289.072,   435.301,   119.940,    39.606,     0.000,
 37882.047,   600.000,   156.599,    24.519,     0.000,     0.000,     0.000,     0.250,    64.099,  1381.320,     1.000,    19.442,  -241.635,     0.000,   324.399,   432.642,   110.361,    23.030,     0.000,
 37883.047,   600.000,   156.394,    24.251,     0.000,     0.000,     0.000,     0.250,    63.894,  1337.130,     1.000,    19.366,  -227.287,     0.000,   329.146,   431.084,   103.235,    22.114,     0.000,
 37884.047,   593.192,   156.247,    24.080,     0.000,     0.000,     0.000,     0.250,    63.747,  1337.130,     1.000,    19.326,  -224.564,     0.000,   323.885,   430.089,   100.620,    17.740,     0.000,
 37885.046,   557.884,   156.241,    24.128,     0.000,     0.000,     0.000,     0.250,    63.741,  1337.130,     1.000,    19.329,  -241.867,     0.000,   336.641,   430.400,   133.503,    14.605,     0.000,
 37886.046,   561.319,   156.276,    24.329,     0.000,     0.000,     0.000,     0.250,    63.776,  1337.130,     1.000,    19.353,  -189.939,     0.000,   352.218,   431.676,   106.576,     3.904,     0.000,
 37887.046,   535.363,   156.279,    24.368,     0.000,     0.000,     0.000,     0.250,    63.779,  1337.130,     1.000,    19.380,  -198.652,     0.000,   355.204,   431.913,   119.861,     2.082,     0.000,
 37888.046,   573.207,   156.225,    24.752,     0.000,     0.000,     0.000,     0.250,    63.725,  1337.130,     1.000,    19.409,  -177.170,     0.000,   367.135,   434.131,   112.950,    -2.776,     0.000,
 37889.045,   471.287,   156.180,    24.957,     0.000,     0.000,     0.000,     0.250,    63.680,  1337.130,     1.000,    19.446,  -175.850,     0.000,   376.577,   435.312,   122.868,    -5.753,     0.000,
 37890.046,   550.911,   156.110,    24.483,     0.000,     0.000,     0.000,     0.250,    63.610,  1337.130,     1.000,    19.451,  -217.133,     0.000,   335.790,   432.438,   108.943,    11.543,     0.000,
 37891.046,   558.981,   155.990,    24.376,     0.000,     0.000,     0.000,     0.250,    63.490,  1337.130,     1.000,    19.432,  -215.527,     0.000,   342.952,   431.820,   118.453,     8.207,     0.000,
 37892.047,   564.441,   155.918,    24.361,     0.000,     0.000,     0.000,     0.250,    63.418,  1337.130,     1.000,    19.428,  -223.955,     0.000,   350.773,   431.759,   138.362,     4.608,     0.000,
 37893.047,   566.034,   155.883,    24.121,     0.000,     0.000,     0.000,     0.250,    63.383,  1337.130,     1.000,    19.322,  -222.658,     0.000,   339.591,   430.351,   122.569,     9.330,     0.000,
 37894.047,   600.000,   155.785,    23.779,     0.000,     0.000,     0.000,     0.250,    63.285,  1337.130,     1.000,    19.263,  -231.415,     0.000,   343.611,   428.373,   139.727,     6.925,     0.000,
 37895.045,   473.283,   155.658,    23.660,     0.000,     0.000,     0.000,     0.250,    63.158,  1337.130,     1.000,    19.268,  -226.147,     0.000,   353.711,   427.672,   150.399,     1.788,     0.000,
 37896.045,   464.999,   155.529,    23.605,     0.000,     0.000,     0.000,     0.250,    63.029,  1337.130,     1.000,    19.263,  -137.564,     0.000,   379.191,   427.342,   100.334,   -10.922,     0.000,
 37897.046,   499.060,   155.358,    23.669,     0.000,     0.000,     0.000,     0.250,    62.858,  1296.810,     1.000,    19.258,  -181.874,     0.000,   382.653,   427.719,   155.561,   -18.754,     0.000,
 37898.045,   455.358,   155.179,    23.688,     0.000,     0.000,     0.000,     0.250,    62.679,  1296.810,     1.000,    19.306,  -177.985,     0.000,   381.978,   427.822,   147.700,   -15.559,     0.000,
 37899.045,   424.917,   155.041,    23.759,     0.000,     0.000,     0.000,     0.250,    62.541,  1296.810,     1.000,    19.374,  -153.074,     0.000,   380.977,   428.225,   118.168,   -12.341,     0.000,
 37900.044,   381.398,   154.940,    23.856,     0.000,     0.000,     0.000,     0.250,    62.440,  1296.810,     1.000,    19.406,  -150.633,     0.000,   378.948,   428.779,   108.837,    -8.034,     0.000,
 37901.044,   335.614,   154.876,    23.902,     0.000,     0.000,     0.000,     0.250,    62.376,  1296.810,     1.000,    19.399,  -138.729,     0.000,   385.787,   429.050,   105.334,    -9.867,     0.000,
 37902.044,   346.097,   154.811,    23.891,     0.000,     0.000,     0.000,     0.250,    62.311,  1296.810,     1.000,    19.435,  -151.375,     0.000,   371.095,   428.982,    99.172,    -5.684,     0.000,
 37903.045,   457.075,   154.644,    23.906,     0.000,     0.000,     0.000,     0.250,    62.144,  1296.810,     1.000,    19.439,  -168.613,     0.000,   368.913,   429.084,   112.564,    -4.122,     0.000,
 37904.046,   503.738,   154.379,    23.754,     0.000,     0.000,     0.000,     0.250,    61.879,  1261.290,     1.000,    19.425,  -178.981,     0.000,   357.934,   428.204,   103.452,     5.258,     0.000,
 37905.045,   451.979,   154.123,    23.512,     0.000,     0.000,     0.000,     0.250,    61.623,  1261.290,     1.000,    19.353,  -176.857,     0.000,   351.087,   426.807,    93.216,     7.922,     0.000,
 37906.044,   405.778,   153.972,    23.272,     0.000,     0.000,     0.000,     0.250,    61.472,  1261.290,     1.000,    19.319,  -234.306,     0.000,   343.128,   425.423,   144.267,     7.745,     0.000,
 37907.047,   600.000,   153.866,    23.079,     0.000,     0.000,     0.000,     0.250,    61.366,  1261.290,     1.000,    19.366,  -218.885,     0.000,   313.141,   424.324,    87.680,    20.022,     0.000,
 37908.045,   455.468,   153.713,    22.900,     0.000,     0.000,     0.000,     0.250,    61.213,  1261.290,     1.000,    19.276,  -220.947,     0.000,   332.618,   423.299,   116.259,    14.007,     0.000,
 37909.046,   535.448,   153.553,    22.654,     0.000,     0.000,     0.000,     0.250,    61.053,  1261.290,     1.000,    19.215,  -189.615,     0.000,   336.741,   421.894,    95.197,     9.266,     0.000,
 37910.047,   540.115,   153.411,    22.529,     0.000,     0.000,     0.000,     0.250,    60.911,  1229.310,     1.000,    19.218,  -189.837,     0.000,   349.656,   421.179,   106.097,    12.217,     0.000,
 37911.046,   493.455,   153.255,    22.142,     0.000,     0.000,     0.000,     0.250,    60.755,  1229.310,     1.000,    19.102,  -219.420,     0.000,   306.132,   418.978,    79.057,    27.517,     0.000,
 37912.046,   472.608,   153.100,    21.874,     0.000,     0.000,     0.000,     0.250,    60.600,  1229.310,     1.000,    19.055,  -284.310,     0.000,   289.831,   417.458,   126.397,    30.286,     0.000,
 37913.044,   305.846,   153.010,    21.566,     0.000,     0.000,     0.000,     0.250,    60.510,  1229.310,     1.000,    18.972,  -297.000,     0.000,   293.335,   415.704,   140.267,    34.364,     0.000,
 37914.043,   249.281,   152.962,    21.344,     0.000,     0.000,     0.000,     0.250,    60.462,  1229.310,     1.000,    18.878,  -354.240,     0.000,   299.807,   414.453,   202.495,    37.099,     0.000,
 37915.045,   381.243,   152.928,    21.159,     0.000,     0.000,     0.000,     0.250,    60.428,  1229.310,     1.000,    18.810,  -284.927,     0.000,   314.154,   413.418,   167.759,    17.904,     0.000,
 37916.042,   154.004,   152.832,    20.958,     0.001,     0.000,     0.000,     0.250,    60.332,  1229.310,     1.000,    18.670,  -267.073,     0.000,   319.099,   412.274,   159.983,    13.915,     0.000,
 37917.042,   154.183,   152.663,    20.752,     0.001,     0.000,     0.000,     0.250,    60.163,  1229.310,     1.000,    18.575,  -278.873,     0.000,   313.051,   411.124,   160.255,    20.545,     0.000,
 37918.043,   234.063,   152.570,    20.602,     0.001,     0.000,     0.000,     0.250,    60.070,  1229.310,     1.000,    18.575,  -190.820,     0.000,   315.030,   410.283,    85.928,     9.639,     0.000,
 37919.043,   141.669,   152.700,    20.452,     0.001,     0.000,     0.000,     0.250,    60.200,  1229.310,     1.000,    18.477,  -248.811,     0.000,   302.895,   409.444,   118.676,    23.586,     0.000,
 37920.042,   169.906,   152.883,    20.300,     0.000,     0.000,     0.000,     0.250,    60.383,  1229.310,     1.000,    18.391,  -190.201,     0.000,   320.642,   408.594,    92.693,     9.556,     0.000,
 37921.043,   129.412,   152.946,    20.191,     0.000,     0.000,     0.000,     0.250,    60.446,  1229.310,     1.000,    18.338,  -224.130,     0.000,   337.737,   407.990,   138.815,    15.062,     0.000,
 37922.042,   180.954,   152.947,    20.057,     0.001,     0.000,     0.000,     0.250,    60.447,  1229.310,     1.000,    18.264,  -187.289,     0.000,   315.643,   407.245,    79.628,    16.059,     0.000,
 37923.042,   104.105,   152.909,    19.740,     0.000,     0.000,     0.000,     0.250,    60.409,  1229.310,     1.000,    18.114,  -241.595,     0.000,   272.360,   405.482,    77.041,    31.432,     0.000,
 37924.042,    96.173,   152.869,    19.577,     0.001,     0.000,     0.000,     0.250,    60.369,  1229.310,     1.000,    18.013,  -240.176,     0.000,   281.676,   404.583,    89.116,    28.153,     0.000,
 37925.042,    89.072,   152.858,    19.427,     0.001,     0.000,     0.000,     0.250,    60.358,  1229.310,     1.000,    17.933,  -274.147,     0.000,   292.588,   403.751,   127.721,    35.263,     0.000,
 37926.042,    96.262,   152.870,    19.269,     0.001,     0.000,     0.000,     0.250,    60.370,  1229.310,     1.000,    17.816,  -234.234,     0.000,   275.605,   402.879,    75.211,    31.749,     0.000,
 37927.042,    95.933,   152.907,    19.136,     0.000,     0.000,     0.000,     0.250,    60.407,  1229.310,     1.000,    17.724,  -198.790,     0.000,   300.969,   402.145,    77.730,    19.884,     0.000,
 37928.043,   107.517,   152.931,    19.004,     0.000,     0.000,     0.000,     0.250,    60.431,  1229.310,     1.000,    17.626,  -259.933,     0.000,   257.635,   401.423,    77.968,    38.177,     0.000,
 37929.042,    60.131,   152.959,    18.817,     0.001,     0.000,     0.000,     0.250,    60.459,  1229.310,     1.000,    17.489,  -236.242,     0.000,   276.519,   400.396,    81.052,    31.314,     0.000,
 37930.042,    63.894,   152.914,    18.667,     0.001,     0.000,     0.000,     0.250,    60.414,  1229.310,     1.000,    17.363,  -273.755,     0.000,   285.253,   399.572,   119.044,    40.392,     0.000,
 37931.042,    75.283,   152.770,    18.531,     0.001,     0.000,     0.000,     0.250,    60.270,  1229.310,     1.000,    17.258,  -231.014,     0.000,   289.421,   398.826,    93.921,    27.687,     0.000,
 37932.042,    59.502,   152.616,    18.395,     0.001,     0.000,     0.000,     0.250,    60.116,  1229.310,     1.000,    17.134,  -284.141,     0.000,   276.314,   398.087,   123.940,    38.428,     0.000,
 37933.042,    54.390,   152.487,    18.234,     0.000,     0.000,     0.000,     0.250,    59.987,  1198.530,     1.000,    17.015,  -339.171,     0.000,   278.727,   397.205,   174.423,    46.270,     0.000,
 37934.042,    66.418,   152.372,    18.088,     0.000,     0.000,     0.000,     0.250,    59.872,  1198.530,     1.000,    16.919,  -281.388,     0.000,   280.136,   396.410,   130.912,    34.203,     0.000,
 37935.042,    48.150,   152.251,    17.954,     0.000,     0.000,     0.000,     0.250,    59.751,  1198.530,     1.000,    16.802,  -328.852,     0.000,   290.374,   395.679,   179.435,    44.112,     0.000,
 37936.042,    65.634,   152.130,    17.825,     0.001,     0.000,     0.000,     0.250,    59.630,  1198.530,     1.000,    16.699,  -230.742,     0.000,   292.113,   394.981,   103.051,    24.823,     0.000,
 37937.042,    61.249,   152.001,    17.621,     0.001,     0.000,     0.000,     0.250,    59.501,  1198.530,     1.000,    16.588,  -284.469,     0.000,   270.298,   393.874,   100.390,    60.504,     0.000,
 37938.042,    78.433,   151.856,    17.469,     0.001,     0.000,     0.000,     0.250,    59.356,  1198.530,     1.000,    16.480,  -221.587,     0.000,   272.224,   393.053,    68.090,    32.668,     0.000,
 37939.042,    69.682,   151.707,    17.349,     0.001,     0.000,     0.000,     0.250,    59.207,  1198.530,     1.000,    16.363,  -249.877,     0.000,   282.743,   392.404,   101.622,    38.594,     0.000,
 37940.042,    66.074,   151.592,    17.216,     0.000,     0.000,     0.000,     0.250,    59.092,  1198.530,     1.000,    16.238,  -198.515,     0.000,   276.180,   391.686,    59.164,    23.844,     0.000,
 37941.042,    70.534,   151.497,    17.057,     0.000,     0.000,     0.000,     0.250,    58.997,  1162.250,     1.000,    16.118,  -276.525,     0.000,   247.014,   390.825,    84.751,    47.963,     0.000,
 37942.042,    87.198,   151.381,    16.909,     0.000,     0.000,     0.000,     0.250,    58.881,  1162.250,     1.000,    15.996,  -237.692,     0.000,   259.982,   390.029,    73.153,    34.492,     0.000,
 37943.042,    90.909,   151.254,    16.787,     0.000,     0.000,     0.000,     0.250,    58.754,  1162.250,     1.000,    15.880,  -216.022,     0.000,   266.328,   389.374,    66.744,    26.232,     0.000,
 37944.042,    84.191,   151.148,    16.635,     0.000,     0.000,     0.000,     0.250,    58.648,  1162.250,     1.000,    15.781,  -265.789,     0.000,   251.650,   388.559,    85.947,    42.933,     0.000,
 37945.042,    76.220,   151.055,    16.484,     0.000,     0.000,     0.000,     0.250,    58.555,  1162.250,     1.000,    15.645,  -216.168,     0.000,   281.121,   387.750,    83.554,    25.985,     0.000,
 37946.042,    84.125,   150.950,    16.372,     0.000,     0.000,     0.000,     0.250,    58.450,  1162.250,     1.000,    15.524,  -184.665,     0.000,   296.359,   387.150,    86.410,     7.464,     0.000,
 37947.043,   133.145,   150.901,    16.282,     0.000,     0.000,     0.000,     0.250,    58.401,  1162.250,     1.000,    15.441,  -213.034,     0.000,   305.375,   386.670,   119.103,    12.636,     0.000,
 37948.042,   169.081,   150.963,    16.223,     0.000,     0.000,     0.000,     0.250,    58.463,  1162.250,     1.000,    15.388,  -144.217,     0.000,   340.163,   386.354,    87.655,    10.370,     0.000,
 37949.042,   191.355,   151.053,    16.123,     0.000,     0.000,     0.000,     0.250,    58.553,  1162.250,     1.000,    15.270,  -174.525,     0.000,   278.606,   385.823,    46.220,    21.088,     0.000,
 37950.042,   203.873,   151.129,    16.058,     0.000,     0.000,     0.000,     0.250,    58.629,  1162.250,     1.000,    15.181,  -159.965,     0.000,   294.636,   385.477,    50.352,    18.772,     0.000,
 37951.042,   183.887,   151.220,    15.955,     0.000,     0.000,     0.000,     0.250,    58.720,  1162.250,     1.000,    15.093,   -79.414,     0.000,   337.060,   384.923,    24.692,     6.859,     0.000,
 37952.043,   253.933,   151.315,    15.853,     0.000,     0.000,     0.000,     0.250,    58.815,  1162.250,     1.000,    14.978,  -125.317,     0.000,   314.267,   384.384,    37.128,    18.072,     0.000,
