JDAY,SEG   2,SEG   3,SEG   4,SEG   5,SEG   6,SEG   7,SEG   8,SEG   9,SEG  10,SEG  11,SEG  12,SEG  13,SEG  14,SEG  15,SEG  16,SEG  17,SEG  18,SEG  19,SEG  20,SEG  21,SEG  22,SEG  23,SEG  24,SEG  25,SEG  26,SEG  27,SEG  28,SEG  29,SEG  30,SEG  31,SEG  34,SEG  35,SEG  36,SEG  39,SEG  40,SEG  41,SEG  44,SEG  45,SEG
 35670.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.461, 148.439, 148.442, 148.442, 148.442, 148.444, 148.444, 148.445, 148.446, 148.446, 148.447, 148.448, 148.448, 148.449, 148.449, 148.449, 148.449, 148.449, 148.449, 148.449, 148.449, 148.448, 148.448, 148.448, 162.760, 148.449, 148.449, 148.449, 148.449, 148.448, 148.449, 148.449,
 35671.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.289, 148.254, 148.258, 148.258, 148.258, 148.260, 148.260, 148.261, 148.261, 148.262, 148.262, 148.263, 148.264, 148.264, 148.264, 148.264, 148.264, 148.264, 148.264, 148.264, 148.264, 148.264, 148.264, 148.264, 162.760, 148.264, 148.264, 148.265, 148.264, 148.264, 148.265, 148.264,
 35672.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.127, 148.087, 148.091, 148.092, 148.092, 148.093, 148.094, 148.094, 148.095, 148.095, 148.096, 148.096, 148.097, 148.097, 148.097, 148.097, 148.097, 148.097, 148.097, 148.097, 148.097, 148.097, 148.097, 148.097, 162.760, 148.097, 148.097, 148.098, 148.097, 148.097, 148.097, 148.097,
 35673.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.043, 147.986, 147.991, 147.992, 147.992, 147.993, 147.994, 147.994, 147.995, 147.995, 147.996, 147.996, 147.997, 147.997, 147.998, 147.998, 147.998, 147.997, 147.997, 147.997, 147.997, 147.997, 147.997, 147.997, 162.760, 147.997, 147.997, 147.997, 147.997, 147.997, 147.998, 147.997,
 35674.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.044, 147.973, 147.980, 147.981, 147.981, 147.982, 147.982, 147.983, 147.983, 147.984, 147.985, 147.985, 147.986, 147.987, 147.987, 147.986, 147.986, 147.986, 147.986, 147.986, 147.986, 147.987, 147.987, 147.987, 162.760, 147.987, 147.987, 147.986, 147.986, 147.986, 147.986, 147.986,
 35675.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.084, 148.006, 148.014, 148.014, 148.015, 148.016, 148.016, 148.017, 148.017, 148.018, 148.018, 148.019, 148.020, 148.020, 148.020, 148.020, 148.020, 148.020, 148.020, 148.020, 148.020, 148.020, 148.020, 148.020, 162.760, 148.021, 148.020, 148.019, 148.020, 148.020, 148.020, 148.020,
 35676.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.091, 148.020, 148.027, 148.027, 148.027, 148.029, 148.029, 148.030, 148.030, 148.030, 148.031, 148.032, 148.033, 148.033, 148.033, 148.033, 148.033, 148.033, 148.033, 148.033, 148.033, 148.033, 148.033, 148.033, 162.760, 148.033, 148.033, 148.033, 148.033, 148.033, 148.033, 148.033,
 35677.043, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.119, 148.015, 148.025, 148.025, 148.025, 148.027, 148.027, 148.028, 148.028, 148.028, 148.029, 148.030, 148.031, 148.031, 148.031, 148.031, 148.031, 148.031, 148.030, 148.030, 148.031, 148.031, 148.031, 148.031, 162.760, 148.031, 148.031, 148.031, 148.031, 148.031, 148.031, 148.031,
 35678.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.104, 148.010, 148.019, 148.020, 148.020, 148.021, 148.021, 148.022, 148.022, 148.023, 148.023, 148.024, 148.025, 148.025, 148.025, 148.025, 148.025, 148.025, 148.025, 148.025, 148.025, 148.025, 148.025, 148.025, 162.760, 148.025, 148.025, 148.025, 148.025, 148.025, 148.025, 148.025,
 35679.043, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.130, 148.032, 148.042, 148.042, 148.042, 148.044, 148.044, 148.045, 148.045, 148.046, 148.046, 148.047, 148.048, 148.048, 148.048, 148.048, 148.049, 148.048, 148.048, 148.048, 148.048, 148.048, 148.048, 148.048, 162.760, 148.048, 148.048, 148.048, 148.048, 148.048, 148.048, 148.048,
 35680.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.216, 148.130, 148.140, 148.141, 148.141, 148.142, 148.143, 148.144, 148.144, 148.144, 148.145, 148.146, 148.147, 148.147, 148.147, 148.147, 148.147, 148.147, 148.147, 148.147, 148.147, 148.147, 148.147, 148.147, 162.760, 148.148, 148.147, 148.147, 148.147, 148.147, 148.147, 148.147,
 35681.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.342, 148.277, 148.287, 148.287, 148.287, 148.289, 148.290, 148.290, 148.291, 148.291, 148.292, 148.293, 148.294, 148.294, 148.294, 148.294, 148.294, 148.294, 148.294, 148.294, 148.294, 148.294, 148.294, 148.294, 162.760, 148.295, 148.294, 148.293, 148.294, 148.294, 148.294, 148.294,
 35682.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.446, 148.398, 148.406, 148.406, 148.406, 148.408, 148.408, 148.409, 148.409, 148.410, 148.411, 148.411, 148.412, 148.413, 148.413, 148.413, 148.413, 148.412, 148.412, 148.412, 148.413, 148.413, 148.413, 148.413, 162.760, 148.413, 148.413, 148.412, 148.412, 148.412, 148.413, 148.412,
 35683.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.589, 148.517, 148.527, 148.527, 148.527, 148.529, 148.530, 148.530, 148.531, 148.531, 148.532, 148.533, 148.533, 148.534, 148.534, 148.534, 148.534, 148.534, 148.534, 148.534, 148.534, 148.534, 148.534, 148.534, 162.760, 148.534, 148.534, 148.533, 148.534, 148.534, 148.534, 148.534,
 35684.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.610, 148.583, 148.586, 148.586, 148.586, 148.588, 148.588, 148.589, 148.589, 148.590, 148.590, 148.591, 148.592, 148.593, 148.592, 148.592, 148.592, 148.592, 148.592, 148.592, 148.592, 148.592, 148.592, 148.592, 162.760, 148.593, 148.593, 148.592, 148.592, 148.592, 148.592, 148.592,
 35685.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.558, 148.535, 148.538, 148.538, 148.538, 148.539, 148.539, 148.540, 148.540, 148.541, 148.541, 148.542, 148.543, 148.543, 148.543, 148.543, 148.543, 148.543, 148.543, 148.543, 148.543, 148.543, 148.543, 148.542, 162.760, 148.543, 148.543, 148.543, 148.543, 148.543, 148.543, 148.543,
 35686.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.581, 148.537, 148.542, 148.542, 148.542, 148.543, 148.544, 148.545, 148.545, 148.546, 148.546, 148.547, 148.547, 148.548, 148.548, 148.548, 148.548, 148.548, 148.548, 148.548, 148.548, 148.548, 148.548, 148.548, 162.760, 148.548, 148.548, 148.548, 148.548, 148.548, 148.548, 148.548,
 35687.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.617, 148.597, 148.600, 148.600, 148.600, 148.601, 148.602, 148.603, 148.603, 148.603, 148.604, 148.605, 148.606, 148.606, 148.606, 148.606, 148.606, 148.606, 148.606, 148.606, 148.606, 148.606, 148.606, 148.606, 162.760, 148.606, 148.606, 148.606, 148.606, 148.606, 148.606, 148.606,
 35688.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.617, 148.605, 148.607, 148.607, 148.607, 148.608, 148.609, 148.609, 148.610, 148.610, 148.610, 148.611, 148.612, 148.612, 148.612, 148.612, 148.612, 148.612, 148.612, 148.612, 148.612, 148.612, 148.612, 148.612, 162.760, 148.612, 148.612, 148.612, 148.612, 148.612, 148.612, 148.612,
 35689.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.577, 148.562, 148.564, 148.564, 148.564, 148.565, 148.565, 148.566, 148.566, 148.567, 148.567, 148.568, 148.569, 148.569, 148.569, 148.569, 148.569, 148.569, 148.569, 148.569, 148.569, 148.569, 148.569, 148.569, 162.760, 148.569, 148.569, 148.568, 148.569, 148.569, 148.569, 148.569,
 35690.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.542, 148.513, 148.517, 148.517, 148.516, 148.517, 148.518, 148.518, 148.519, 148.519, 148.519, 148.520, 148.521, 148.521, 148.521, 148.521, 148.521, 148.521, 148.521, 148.521, 148.521, 148.521, 148.521, 148.521, 162.760, 148.521, 148.521, 148.521, 148.521, 148.521, 148.521, 148.521,
 35691.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.547, 148.503, 148.508, 148.509, 148.509, 148.509, 148.510, 148.510, 148.511, 148.511, 148.512, 148.512, 148.513, 148.513, 148.513, 148.514, 148.514, 148.513, 148.513, 148.513, 148.513, 148.513, 148.513, 148.513, 162.760, 148.514, 148.513, 148.513, 148.513, 148.513, 148.514, 148.513,
 35692.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.552, 148.513, 148.518, 148.518, 148.518, 148.519, 148.520, 148.520, 148.521, 148.521, 148.522, 148.522, 148.523, 148.524, 148.524, 148.523, 148.523, 148.523, 148.523, 148.523, 148.523, 148.523, 148.523, 148.523, 162.760, 148.524, 148.523, 148.523, 148.523, 148.523, 148.523, 148.523,
 35693.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.634, 148.599, 148.605, 148.605, 148.605, 148.605, 148.606, 148.606, 148.607, 148.607, 148.608, 148.609, 148.610, 148.610, 148.610, 148.610, 148.610, 148.610, 148.610, 148.610, 148.610, 148.610, 148.610, 148.611, 162.760, 148.611, 148.610, 148.608, 148.609, 148.610, 148.610, 148.610,
 35694.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.783, 148.765, 148.769, 148.769, 148.769, 148.769, 148.770, 148.771, 148.771, 148.771, 148.772, 148.773, 148.773, 148.774, 148.774, 148.774, 148.774, 148.774, 148.774, 148.774, 148.774, 148.774, 148.774, 148.774, 162.760, 148.774, 148.774, 148.773, 148.773, 148.774, 148.773, 148.773,
 35695.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.902, 148.891, 148.893, 148.894, 148.894, 148.894, 148.895, 148.895, 148.896, 148.896, 148.897, 148.897, 148.898, 148.898, 148.898, 148.898, 148.898, 148.898, 148.898, 148.898, 148.898, 148.899, 148.899, 148.899, 162.760, 148.898, 148.898, 148.898, 148.898, 148.898, 148.898, 148.898,
 35696.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 149.054, 149.039, 149.044, 149.045, 149.045, 149.046, 149.047, 149.047, 149.048, 149.048, 149.049, 149.049, 149.050, 149.050, 149.050, 149.050, 149.050, 149.050, 149.050, 149.051, 149.051, 149.051, 149.051, 149.051, 162.760, 149.051, 149.050, 149.050, 149.050, 149.050, 149.050, 149.050,
 35697.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 149.140, 149.136, 149.138, 149.138, 149.138, 149.139, 149.140, 149.140, 149.141, 149.141, 149.142, 149.143, 149.144, 149.144, 149.144, 149.144, 149.144, 149.144, 149.144, 149.144, 149.144, 149.144, 149.145, 149.145, 162.760, 149.145, 149.144, 149.143, 149.144, 149.144, 149.144, 149.144,
 35698.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 149.170, 149.163, 149.166, 149.167, 149.167, 149.168, 149.168, 149.169, 149.169, 149.170, 149.171, 149.171, 149.172, 149.172, 149.173, 149.173, 149.172, 149.172, 149.172, 149.172, 149.172, 149.173, 149.173, 149.173, 162.760, 149.173, 149.173, 149.172, 149.172, 149.172, 149.172, 149.172,
 35699.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 149.239, 149.233, 149.237, 149.237, 149.237, 149.238, 149.239, 149.239, 149.240, 149.241, 149.241, 149.242, 149.242, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 162.760, 149.243, 149.243, 149.242, 149.243, 149.243, 149.243, 149.243,
 35700.042, 162.760, 162.760, 162.760, 162.457, 156.462, 149.836, 149.292, 149.326, 149.346, 149.351, 149.352, 149.354, 149.355, 149.356, 149.357, 149.357, 149.358, 149.358, 149.359, 149.359, 149.360, 149.360, 149.359, 149.359, 149.359, 149.359, 149.360, 149.360, 149.360, 149.360, 162.760, 149.360, 149.360, 149.359, 149.359, 149.359, 149.359, 149.359,
 35701.043, 162.760, 162.760, 162.760, 162.457, 156.462, 150.567, 149.542, 149.561, 149.566, 149.566, 149.566, 149.566, 149.567, 149.567, 149.567, 149.567, 149.567, 149.568, 149.569, 149.569, 149.569, 149.569, 149.569, 149.569, 149.569, 149.569, 149.569, 149.569, 149.569, 149.569, 162.760, 149.569, 149.569, 149.569, 149.569, 149.569, 149.569, 149.569,
 35702.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.147, 149.732, 149.750, 149.751, 149.751, 149.751, 149.752, 149.753, 149.753, 149.754, 149.754, 149.755, 149.756, 149.756, 149.756, 149.757, 149.756, 149.756, 149.757, 149.757, 149.757, 149.757, 149.757, 149.756, 149.756, 162.760, 149.756, 149.756, 149.757, 149.757, 149.757, 149.757, 149.757,
 35703.046, 162.760, 162.760, 162.760, 162.457, 156.462, 149.853, 149.730, 149.735, 149.735, 149.735, 149.735, 149.736, 149.737, 149.737, 149.738, 149.738, 149.739, 149.739, 149.740, 149.740, 149.740, 149.740, 149.740, 149.740, 149.740, 149.740, 149.740, 149.740, 149.740, 149.740, 162.760, 149.740, 149.740, 149.740, 149.740, 149.740, 149.740, 149.740,
 35704.044, 162.760, 162.760, 162.760, 162.457, 156.462, 149.980, 149.634, 149.648, 149.649, 149.649, 149.649, 149.650, 149.651, 149.651, 149.652, 149.652, 149.652, 149.653, 149.654, 149.654, 149.654, 149.654, 149.654, 149.654, 149.654, 149.654, 149.654, 149.654, 149.654, 149.654, 162.760, 149.654, 149.654, 149.653, 149.654, 149.654, 149.654, 149.654,
 35705.044, 162.760, 162.760, 162.760, 162.457, 156.462, 149.978, 149.591, 149.604, 149.605, 149.605, 149.606, 149.607, 149.608, 149.608, 149.609, 149.609, 149.609, 149.610, 149.610, 149.611, 149.611, 149.611, 149.611, 149.611, 149.611, 149.611, 149.611, 149.611, 149.611, 149.611, 162.760, 149.611, 149.611, 149.611, 149.611, 149.611, 149.611, 149.611,
 35706.045, 162.760, 162.760, 162.760, 162.457, 156.462, 149.910, 149.540, 149.552, 149.552, 149.552, 149.553, 149.554, 149.554, 149.555, 149.555, 149.555, 149.556, 149.556, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 162.760, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557,
 35707.045, 162.760, 162.760, 162.760, 162.457, 156.462, 149.924, 149.497, 149.511, 149.511, 149.511, 149.512, 149.513, 149.514, 149.514, 149.514, 149.515, 149.515, 149.516, 149.516, 149.516, 149.516, 149.516, 149.516, 149.516, 149.516, 149.516, 149.516, 149.516, 149.516, 149.516, 162.760, 149.516, 149.516, 149.516, 149.516, 149.516, 149.516, 149.516,
 35708.045, 162.760, 162.760, 162.760, 162.457, 156.462, 149.956, 149.512, 149.526, 149.526, 149.526, 149.527, 149.528, 149.528, 149.529, 149.529, 149.529, 149.530, 149.530, 149.531, 149.531, 149.531, 149.531, 149.531, 149.531, 149.531, 149.531, 149.531, 149.531, 149.531, 149.531, 162.760, 149.531, 149.531, 149.531, 149.531, 149.531, 149.531, 149.531,
 35709.044, 162.760, 162.760, 162.760, 162.457, 156.462, 149.988, 149.556, 149.569, 149.570, 149.570, 149.571, 149.572, 149.573, 149.573, 149.574, 149.574, 149.574, 149.575, 149.575, 149.575, 149.575, 149.575, 149.576, 149.576, 149.576, 149.576, 149.576, 149.576, 149.575, 149.575, 162.760, 149.575, 149.575, 149.576, 149.576, 149.576, 149.576, 149.576,
 35710.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.038, 149.595, 149.611, 149.613, 149.613, 149.613, 149.614, 149.615, 149.615, 149.616, 149.616, 149.617, 149.617, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.619, 149.619, 162.760, 149.619, 149.618, 149.617, 149.618, 149.618, 149.618, 149.618,
 35711.045, 162.760, 162.760, 162.760, 162.457, 156.462, 149.955, 149.612, 149.625, 149.626, 149.626, 149.627, 149.628, 149.629, 149.629, 149.630, 149.630, 149.630, 149.631, 149.631, 149.632, 149.632, 149.632, 149.632, 149.632, 149.632, 149.632, 149.632, 149.632, 149.632, 149.632, 162.760, 149.632, 149.632, 149.631, 149.632, 149.632, 149.632, 149.632,
 35712.045, 162.760, 162.760, 162.760, 162.457, 156.462, 149.881, 149.589, 149.599, 149.600, 149.600, 149.600, 149.601, 149.602, 149.602, 149.603, 149.603, 149.603, 149.604, 149.604, 149.605, 149.605, 149.605, 149.605, 149.605, 149.605, 149.605, 149.605, 149.605, 149.605, 149.605, 162.760, 149.605, 149.605, 149.604, 149.605, 149.605, 149.605, 149.605,
 35713.045, 162.760, 162.760, 162.760, 162.457, 156.462, 149.872, 149.541, 149.551, 149.552, 149.552, 149.552, 149.553, 149.554, 149.554, 149.554, 149.555, 149.555, 149.556, 149.556, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 149.557, 162.760, 149.557, 149.557, 149.556, 149.556, 149.557, 149.557, 149.557,
 35714.045, 162.760, 162.760, 162.760, 162.457, 156.462, 149.792, 149.512, 149.521, 149.522, 149.522, 149.522, 149.523, 149.524, 149.524, 149.524, 149.525, 149.525, 149.526, 149.526, 149.527, 149.527, 149.527, 149.527, 149.527, 149.527, 149.527, 149.527, 149.527, 149.527, 149.527, 162.760, 149.527, 149.526, 149.526, 149.526, 149.527, 149.527, 149.527,
 35715.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.020, 149.551, 149.566, 149.568, 149.568, 149.569, 149.570, 149.570, 149.571, 149.571, 149.572, 149.572, 149.573, 149.573, 149.573, 149.573, 149.574, 149.574, 149.574, 149.574, 149.574, 149.574, 149.574, 149.574, 149.574, 162.760, 149.574, 149.573, 149.573, 149.573, 149.573, 149.574, 149.574,
 35716.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.034, 149.628, 149.643, 149.645, 149.645, 149.646, 149.647, 149.648, 149.648, 149.648, 149.649, 149.649, 149.650, 149.650, 149.651, 149.651, 149.651, 149.651, 149.651, 149.651, 149.651, 149.651, 149.651, 149.651, 149.651, 162.760, 149.651, 149.651, 149.650, 149.650, 149.651, 149.651, 149.651,
 35717.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.092, 149.673, 149.691, 149.692, 149.692, 149.693, 149.694, 149.695, 149.695, 149.696, 149.696, 149.696, 149.697, 149.697, 149.698, 149.698, 149.698, 149.698, 149.698, 149.698, 149.698, 149.698, 149.698, 149.698, 149.698, 162.760, 149.698, 149.698, 149.697, 149.697, 149.698, 149.698, 149.698,
 35718.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.041, 149.680, 149.695, 149.697, 149.697, 149.697, 149.699, 149.699, 149.700, 149.700, 149.701, 149.701, 149.702, 149.702, 149.702, 149.702, 149.703, 149.703, 149.703, 149.703, 149.703, 149.703, 149.703, 149.703, 149.703, 162.760, 149.703, 149.702, 149.702, 149.702, 149.702, 149.703, 149.703,
 35719.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.008, 149.646, 149.660, 149.662, 149.662, 149.662, 149.664, 149.664, 149.665, 149.665, 149.665, 149.666, 149.666, 149.667, 149.667, 149.667, 149.667, 149.667, 149.667, 149.667, 149.667, 149.668, 149.668, 149.668, 149.668, 162.760, 149.668, 149.667, 149.666, 149.667, 149.667, 149.668, 149.667,
 35720.044, 162.760, 162.760, 162.760, 162.457, 156.462, 149.967, 149.594, 149.609, 149.610, 149.610, 149.611, 149.612, 149.613, 149.613, 149.614, 149.614, 149.614, 149.615, 149.615, 149.616, 149.616, 149.616, 149.616, 149.616, 149.616, 149.616, 149.616, 149.616, 149.616, 149.617, 162.760, 149.616, 149.616, 149.615, 149.616, 149.616, 149.616, 149.616,
 35721.045, 162.760, 162.760, 162.760, 162.457, 156.462, 149.923, 149.553, 149.566, 149.567, 149.567, 149.568, 149.569, 149.569, 149.570, 149.570, 149.571, 149.571, 149.572, 149.572, 149.572, 149.572, 149.572, 149.572, 149.572, 149.572, 149.573, 149.573, 149.573, 149.573, 149.573, 162.760, 149.572, 149.572, 149.572, 149.572, 149.572, 149.573, 149.573,
 35722.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.000, 149.568, 149.582, 149.584, 149.584, 149.584, 149.585, 149.586, 149.586, 149.587, 149.587, 149.587, 149.588, 149.588, 149.589, 149.589, 149.589, 149.589, 149.589, 149.589, 149.589, 149.589, 149.589, 149.589, 149.589, 162.760, 149.589, 149.589, 149.588, 149.588, 149.589, 149.589, 149.589,
 35723.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.040, 149.611, 149.627, 149.629, 149.629, 149.629, 149.631, 149.631, 149.631, 149.632, 149.632, 149.633, 149.633, 149.633, 149.634, 149.634, 149.634, 149.634, 149.634, 149.634, 149.634, 149.634, 149.634, 149.634, 149.634, 162.760, 149.634, 149.634, 149.633, 149.634, 149.634, 149.634, 149.634,
 35724.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.047, 149.625, 149.642, 149.643, 149.643, 149.643, 149.645, 149.645, 149.645, 149.646, 149.646, 149.646, 149.647, 149.647, 149.647, 149.648, 149.648, 149.648, 149.648, 149.648, 149.648, 149.648, 149.648, 149.648, 149.648, 162.760, 149.648, 149.648, 149.647, 149.647, 149.647, 149.648, 149.648,
 35725.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.040, 149.612, 149.628, 149.630, 149.630, 149.630, 149.632, 149.632, 149.632, 149.633, 149.633, 149.634, 149.634, 149.634, 149.635, 149.635, 149.635, 149.635, 149.635, 149.635, 149.635, 149.635, 149.635, 149.635, 149.635, 162.760, 149.635, 149.635, 149.634, 149.635, 149.635, 149.635, 149.635,
 35726.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.045, 149.595, 149.611, 149.613, 149.613, 149.613, 149.615, 149.615, 149.616, 149.616, 149.616, 149.617, 149.617, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 149.618, 162.760, 149.618, 149.618, 149.617, 149.618, 149.618, 149.618, 149.618,
 35727.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.108, 149.602, 149.619, 149.621, 149.621, 149.621, 149.623, 149.623, 149.624, 149.624, 149.625, 149.625, 149.625, 149.626, 149.626, 149.626, 149.626, 149.626, 149.626, 149.626, 149.626, 149.626, 149.626, 149.626, 149.626, 162.760, 149.626, 149.626, 149.626, 149.626, 149.626, 149.626, 149.626,
 35728.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.094, 149.644, 149.663, 149.665, 149.665, 149.666, 149.667, 149.667, 149.668, 149.668, 149.669, 149.669, 149.669, 149.670, 149.670, 149.670, 149.670, 149.670, 149.670, 149.670, 149.670, 149.670, 149.671, 149.671, 149.671, 162.760, 149.670, 149.670, 149.669, 149.670, 149.670, 149.670, 149.670,
 35729.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.179, 149.753, 149.774, 149.776, 149.776, 149.776, 149.778, 149.778, 149.779, 149.779, 149.779, 149.780, 149.780, 149.781, 149.781, 149.781, 149.781, 149.781, 149.781, 149.781, 149.781, 149.781, 149.781, 149.782, 149.782, 162.760, 149.781, 149.781, 149.780, 149.781, 149.781, 149.781, 149.781,
 35730.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.202, 149.901, 149.918, 149.919, 149.920, 149.920, 149.921, 149.922, 149.922, 149.923, 149.923, 149.923, 149.924, 149.924, 149.924, 149.924, 149.924, 149.924, 149.924, 149.924, 149.924, 149.925, 149.925, 149.925, 149.925, 162.760, 149.925, 149.924, 149.924, 149.924, 149.924, 149.925, 149.924,
 35731.045, 162.760, 162.760, 162.760, 162.457, 156.462, 150.193, 149.996, 150.009, 150.010, 150.010, 150.011, 150.012, 150.013, 150.013, 150.013, 150.014, 150.014, 150.014, 150.015, 150.015, 150.015, 150.015, 150.015, 150.015, 150.015, 150.015, 150.015, 150.015, 150.015, 150.015, 162.760, 150.015, 150.015, 150.015, 150.015, 150.015, 150.015, 150.015,
 35732.045, 162.760, 162.760, 162.760, 162.457, 156.462, 150.221, 150.043, 150.054, 150.055, 150.055, 150.055, 150.057, 150.057, 150.057, 150.058, 150.058, 150.058, 150.058, 150.059, 150.059, 150.059, 150.059, 150.059, 150.059, 150.059, 150.059, 150.059, 150.059, 150.059, 150.059, 162.760, 150.059, 150.059, 150.059, 150.059, 150.059, 150.059, 150.059,
 35733.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.320, 150.107, 150.124, 150.125, 150.125, 150.125, 150.126, 150.127, 150.127, 150.128, 150.128, 150.128, 150.129, 150.129, 150.129, 150.129, 150.129, 150.129, 150.129, 150.129, 150.129, 150.129, 150.130, 150.130, 150.130, 162.760, 150.129, 150.129, 150.129, 150.129, 150.129, 150.129, 150.129,
 35734.045, 162.760, 162.760, 162.760, 162.457, 156.462, 150.318, 150.186, 150.196, 150.197, 150.197, 150.197, 150.198, 150.199, 150.199, 150.200, 150.200, 150.200, 150.201, 150.201, 150.201, 150.201, 150.201, 150.201, 150.201, 150.201, 150.201, 150.201, 150.202, 150.202, 150.202, 162.760, 150.201, 150.201, 150.201, 150.201, 150.201, 150.201, 150.201,
 35735.046, 162.760, 162.760, 162.760, 162.457, 156.462, 150.306, 150.224, 150.232, 150.233, 150.233, 150.233, 150.234, 150.235, 150.235, 150.236, 150.236, 150.236, 150.236, 150.237, 150.237, 150.237, 150.237, 150.237, 150.237, 150.237, 150.237, 150.238, 150.238, 150.238, 150.238, 162.760, 150.237, 150.237, 150.236, 150.237, 150.237, 150.237, 150.237,
 35736.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.318, 150.256, 150.262, 150.262, 150.262, 150.263, 150.264, 150.264, 150.264, 150.265, 150.265, 150.265, 150.266, 150.266, 150.266, 150.266, 150.266, 150.266, 150.266, 150.266, 150.266, 150.266, 150.267, 150.267, 150.267, 162.760, 150.266, 150.266, 150.266, 150.266, 150.266, 150.266, 150.266,
 35737.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.353, 150.289, 150.295, 150.295, 150.296, 150.296, 150.297, 150.298, 150.298, 150.298, 150.299, 150.299, 150.299, 150.299, 150.300, 150.300, 150.300, 150.300, 150.300, 150.300, 150.300, 150.300, 150.300, 150.300, 150.300, 162.760, 150.300, 150.300, 150.299, 150.300, 150.300, 150.300, 150.300,
 35738.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.363, 150.302, 150.308, 150.309, 150.309, 150.310, 150.311, 150.311, 150.312, 150.312, 150.312, 150.313, 150.313, 150.313, 150.314, 150.314, 150.314, 150.314, 150.314, 150.314, 150.314, 150.314, 150.314, 150.314, 150.314, 162.760, 150.314, 150.314, 150.313, 150.313, 150.314, 150.314, 150.314,
