JDAY,SEG   2,SEG   3,SEG   4,SEG   5,SEG   6,SEG   7,SEG   8,SEG   9,SEG  10,SEG  11,SEG  12,SEG  13,SEG  14,SEG  15,SEG  16,SEG  17,SEG  18,SEG  19,SEG  20,SEG  21,SEG  22,SEG  23,SEG  24,SEG  25,SEG  26,SEG  27,SEG  28,SEG  29,SEG  30,SEG  31,SEG  34,SEG  35,SEG  36,SEG  39,SEG  40,SEG  41,SEG  44,SEG  45,SEG
 35601.045, 162.760, 162.760, 162.760, 163.168, 163.146, 163.149, 163.152, 163.153, 163.153, 163.154, 163.154, 163.154, 163.154, 163.154, 163.154, 163.155, 163.155, 163.155, 163.156, 163.156, 163.155, 163.155, 163.155, 163.155, 163.155, 163.155, 163.155, 163.155, 163.155, 163.155, 162.760, 163.155, 163.155, 163.155, 163.155, 163.154, 163.155, 163.155,
 35602.044, 162.760, 162.760, 162.760, 162.993, 163.000, 163.004, 163.006, 163.007, 163.008, 163.008, 163.008, 163.008, 163.009, 163.009, 163.009, 163.009, 163.010, 163.010, 163.010, 163.010, 163.010, 163.010, 163.010, 163.010, 163.010, 163.009, 163.009, 163.009, 163.009, 163.009, 162.760, 163.009, 163.010, 163.009, 163.009, 163.010, 163.009, 163.009,
 35603.044, 162.760, 162.760, 162.760, 162.901, 162.908, 162.912, 162.915, 162.916, 162.917, 162.917, 162.917, 162.917, 162.917, 162.917, 162.918, 162.918, 162.918, 162.918, 162.918, 162.918, 162.918, 162.919, 162.919, 162.919, 162.918, 162.918, 162.918, 162.918, 162.918, 162.919, 162.760, 162.918, 162.918, 162.918, 162.918, 162.918, 162.918, 162.918,
 35604.044, 162.760, 162.760, 162.760, 162.830, 162.837, 162.840, 162.844, 162.845, 162.845, 162.845, 162.845, 162.845, 162.845, 162.846, 162.846, 162.846, 162.847, 162.846, 162.846, 162.847, 162.847, 162.847, 162.847, 162.847, 162.846, 162.846, 162.846, 162.846, 162.847, 162.847, 162.760, 162.847, 162.847, 162.846, 162.846, 162.847, 162.846, 162.846,
 35605.045, 162.760, 162.760, 162.760, 162.718, 162.722, 162.726, 162.729, 162.729, 162.730, 162.730, 162.730, 162.730, 162.730, 162.730, 162.731, 162.731, 162.731, 162.731, 162.732, 162.732, 162.732, 162.732, 162.732, 162.732, 162.731, 162.731, 162.731, 162.731, 162.731, 162.730, 162.760, 162.732, 162.732, 162.731, 162.731, 162.730, 162.731, 162.731,
 35606.044, 162.760, 162.760, 162.760, 162.552, 162.552, 162.556, 162.559, 162.560, 162.560, 162.560, 162.561, 162.561, 162.561, 162.561, 162.561, 162.561, 162.562, 162.562, 162.563, 162.563, 162.562, 162.562, 162.562, 162.562, 162.562, 162.562, 162.562, 162.561, 162.561, 162.560, 162.760, 162.563, 162.563, 162.563, 162.562, 162.562, 162.562, 162.562,
 35607.044, 162.760, 162.760, 162.760, 162.352, 162.349, 162.353, 162.357, 162.357, 162.357, 162.358, 162.358, 162.358, 162.358, 162.358, 162.359, 162.359, 162.359, 162.359, 162.360, 162.360, 162.359, 162.359, 162.359, 162.359, 162.359, 162.358, 162.359, 162.359, 162.358, 162.358, 162.760, 162.360, 162.360, 162.359, 162.359, 162.360, 162.359, 162.359,
 35608.044, 162.760, 162.760, 162.760, 162.140, 162.128, 162.132, 162.135, 162.136, 162.136, 162.137, 162.137, 162.137, 162.137, 162.137, 162.137, 162.137, 162.138, 162.138, 162.139, 162.138, 162.138, 162.138, 162.138, 162.137, 162.138, 162.137, 162.137, 162.137, 162.137, 162.137, 162.760, 162.138, 162.138, 162.138, 162.138, 162.139, 162.137, 162.138,
 35609.043, 162.760, 162.760, 162.760, 161.952, 161.924, 161.929, 161.933, 161.933, 161.933, 161.933, 161.934, 161.934, 161.934, 161.935, 161.935, 161.935, 161.935, 161.935, 161.936, 161.936, 161.935, 161.935, 161.935, 161.935, 161.936, 161.935, 161.935, 161.935, 161.934, 161.934, 162.760, 161.935, 161.935, 161.936, 161.936, 161.936, 161.936, 161.936,
 35610.043, 162.760, 162.760, 162.760, 161.867, 161.778, 161.784, 161.787, 161.788, 161.788, 161.788, 161.789, 161.789, 161.789, 161.789, 161.789, 161.790, 161.790, 161.790, 161.791, 161.791, 161.791, 161.791, 161.792, 161.792, 161.792, 161.792, 161.792, 161.791, 161.791, 161.791, 162.760, 161.791, 161.791, 161.792, 161.792, 161.792, 161.792, 161.792,
 35611.043, 162.760, 162.760, 162.760, 161.796, 161.645, 161.652, 161.655, 161.656, 161.656, 161.657, 161.657, 161.657, 161.657, 161.657, 161.657, 161.658, 161.658, 161.659, 161.659, 161.660, 161.660, 161.660, 161.660, 161.660, 161.660, 161.660, 161.660, 161.660, 161.660, 161.659, 162.760, 161.660, 161.660, 161.660, 161.660, 161.660, 161.660, 161.660,
 35612.043, 162.760, 162.760, 162.760, 161.743, 161.447, 161.456, 161.459, 161.460, 161.461, 161.461, 161.461, 161.461, 161.461, 161.461, 161.462, 161.462, 161.463, 161.463, 161.464, 161.464, 161.465, 161.465, 161.465, 161.465, 161.465, 161.465, 161.465, 161.465, 161.465, 161.465, 162.760, 161.464, 161.464, 161.465, 161.465, 161.465, 161.465, 161.465,
 35613.043, 162.760, 162.760, 162.760, 161.851, 161.179, 161.198, 161.202, 161.203, 161.204, 161.204, 161.204, 161.205, 161.205, 161.205, 161.205, 161.205, 161.206, 161.207, 161.208, 161.208, 161.208, 161.208, 161.208, 161.208, 161.208, 161.208, 161.208, 161.208, 161.208, 161.208, 162.760, 161.208, 161.208, 161.208, 161.208, 161.208, 161.208, 161.208,
 35614.047, 162.760, 162.760, 162.760, 162.457, 160.896, 160.898, 160.900, 160.900, 160.901, 160.901, 160.901, 160.901, 160.901, 160.902, 160.902, 160.903, 160.903, 160.904, 160.905, 160.905, 160.905, 160.905, 160.905, 160.905, 160.905, 160.905, 160.905, 160.905, 160.905, 160.905, 162.760, 160.905, 160.905, 160.906, 160.905, 160.905, 160.905, 160.905,
 35615.045, 162.760, 162.760, 162.760, 162.457, 160.538, 160.539, 160.541, 160.543, 160.544, 160.544, 160.544, 160.545, 160.545, 160.546, 160.546, 160.547, 160.547, 160.548, 160.549, 160.549, 160.549, 160.549, 160.549, 160.549, 160.549, 160.549, 160.548, 160.548, 160.548, 160.548, 162.760, 160.549, 160.549, 160.549, 160.549, 160.548, 160.549, 160.549,
 35616.044, 162.760, 162.760, 162.760, 162.457, 160.055, 160.057, 160.058, 160.061, 160.061, 160.062, 160.062, 160.063, 160.063, 160.064, 160.064, 160.064, 160.065, 160.067, 160.068, 160.068, 160.067, 160.067, 160.067, 160.067, 160.067, 160.067, 160.066, 160.067, 160.066, 160.066, 162.760, 160.068, 160.068, 160.067, 160.067, 160.066, 160.067, 160.067,
 35617.045, 162.760, 162.760, 162.760, 162.457, 159.535, 159.537, 159.538, 159.541, 159.542, 159.542, 159.543, 159.543, 159.543, 159.544, 159.544, 159.545, 159.545, 159.546, 159.547, 159.547, 159.547, 159.547, 159.547, 159.547, 159.547, 159.547, 159.547, 159.547, 159.547, 159.547, 162.760, 159.548, 159.547, 159.547, 159.547, 159.547, 159.547, 159.547,
 35618.046, 162.760, 162.760, 162.760, 162.457, 159.134, 159.135, 159.137, 159.140, 159.141, 159.141, 159.142, 159.142, 159.142, 159.143, 159.143, 159.144, 159.144, 159.145, 159.146, 159.147, 159.147, 159.147, 159.147, 159.147, 159.147, 159.146, 159.147, 159.146, 159.146, 159.146, 162.760, 159.147, 159.147, 159.147, 159.147, 159.147, 159.147, 159.147,
 35619.045, 162.760, 162.760, 162.760, 162.457, 158.793, 158.794, 158.795, 158.798, 158.800, 158.800, 158.800, 158.800, 158.801, 158.801, 158.802, 158.802, 158.803, 158.804, 158.806, 158.806, 158.806, 158.805, 158.805, 158.805, 158.805, 158.805, 158.805, 158.805, 158.805, 158.804, 162.760, 158.806, 158.806, 158.805, 158.805, 158.805, 158.805, 158.805,
 35620.044, 162.760, 162.760, 162.760, 162.457, 158.448, 158.437, 158.439, 158.442, 158.444, 158.445, 158.445, 158.445, 158.446, 158.446, 158.447, 158.447, 158.448, 158.449, 158.450, 158.450, 158.450, 158.451, 158.451, 158.451, 158.450, 158.451, 158.450, 158.450, 158.450, 158.450, 162.760, 158.450, 158.450, 158.450, 158.450, 158.449, 158.450, 158.450,
 35621.044, 162.760, 162.760, 162.760, 162.457, 158.103, 158.087, 158.089, 158.091, 158.093, 158.094, 158.094, 158.095, 158.095, 158.095, 158.096, 158.097, 158.098, 158.099, 158.101, 158.100, 158.100, 158.100, 158.100, 158.100, 158.100, 158.100, 158.099, 158.099, 158.099, 158.099, 162.760, 158.100, 158.101, 158.100, 158.100, 158.099, 158.100, 158.100,
 35622.045, 162.760, 162.760, 162.760, 162.457, 157.754, 157.750, 157.752, 157.754, 157.755, 157.756, 157.756, 157.757, 157.757, 157.757, 157.758, 157.758, 157.760, 157.761, 157.762, 157.762, 157.762, 157.761, 157.761, 157.761, 157.761, 157.761, 157.761, 157.761, 157.761, 157.761, 162.760, 157.762, 157.762, 157.762, 157.761, 157.761, 157.761, 157.761,
 35623.044, 162.760, 162.760, 162.760, 162.457, 157.437, 157.434, 157.437, 157.439, 157.440, 157.441, 157.441, 157.442, 157.442, 157.443, 157.444, 157.444, 157.445, 157.447, 157.448, 157.448, 157.447, 157.447, 157.447, 157.447, 157.447, 157.447, 157.447, 157.447, 157.447, 157.447, 162.760, 157.447, 157.447, 157.448, 157.448, 157.448, 157.447, 157.447,
 35624.044, 162.760, 162.760, 162.760, 162.457, 157.172, 157.170, 157.173, 157.174, 157.176, 157.177, 157.177, 157.177, 157.178, 157.179, 157.179, 157.180, 157.181, 157.182, 157.182, 157.182, 157.182, 157.182, 157.182, 157.182, 157.182, 157.182, 157.182, 157.182, 157.182, 157.182, 162.760, 157.182, 157.182, 157.183, 157.183, 157.183, 157.182, 157.182,
 35625.045, 162.760, 162.760, 162.760, 162.457, 156.915, 156.914, 156.917, 156.919, 156.921, 156.922, 156.922, 156.923, 156.923, 156.924, 156.925, 156.925, 156.926, 156.927, 156.928, 156.928, 156.928, 156.928, 156.928, 156.928, 156.928, 156.928, 156.927, 156.928, 156.927, 156.927, 162.760, 156.928, 156.928, 156.928, 156.928, 156.927, 156.928, 156.928,
 35626.045, 162.760, 162.760, 162.760, 162.457, 156.632, 156.608, 156.612, 156.614, 156.616, 156.618, 156.618, 156.619, 156.619, 156.620, 156.620, 156.621, 156.622, 156.623, 156.624, 156.624, 156.624, 156.624, 156.624, 156.624, 156.624, 156.624, 156.624, 156.624, 156.623, 156.623, 162.760, 156.624, 156.624, 156.624, 156.624, 156.624, 156.624, 156.624,
 35627.045, 162.760, 162.760, 162.760, 162.457, 156.293, 156.269, 156.274, 156.275, 156.277, 156.279, 156.279, 156.280, 156.280, 156.281, 156.281, 156.282, 156.283, 156.284, 156.284, 156.285, 156.285, 156.285, 156.285, 156.285, 156.285, 156.284, 156.285, 156.284, 156.284, 156.284, 162.760, 156.285, 156.285, 156.285, 156.285, 156.285, 156.285, 156.285,
 35628.044, 162.760, 162.760, 162.760, 162.457, 156.013, 155.970, 155.979, 155.981, 155.983, 155.985, 155.985, 155.986, 155.986, 155.987, 155.987, 155.988, 155.989, 155.990, 155.990, 155.991, 155.991, 155.991, 155.991, 155.991, 155.991, 155.991, 155.991, 155.991, 155.991, 155.990, 162.760, 155.991, 155.991, 155.991, 155.991, 155.991, 155.991, 155.991,
 35629.043, 162.760, 162.760, 162.760, 162.457, 155.850, 155.721, 155.734, 155.737, 155.740, 155.741, 155.742, 155.742, 155.743, 155.743, 155.744, 155.744, 155.744, 155.744, 155.745, 155.745, 155.744, 155.744, 155.744, 155.744, 155.744, 155.743, 155.744, 155.744, 155.744, 155.743, 162.760, 155.744, 155.745, 155.744, 155.744, 155.744, 155.744, 155.744,
 35630.043, 162.760, 162.760, 162.760, 162.457, 155.626, 155.472, 155.486, 155.489, 155.492, 155.493, 155.493, 155.493, 155.493, 155.493, 155.493, 155.493, 155.493, 155.494, 155.495, 155.495, 155.494, 155.494, 155.494, 155.494, 155.494, 155.494, 155.494, 155.494, 155.494, 155.494, 162.760, 155.494, 155.495, 155.494, 155.494, 155.493, 155.494, 155.494,
 35631.043, 162.760, 162.760, 162.760, 162.457, 155.392, 155.224, 155.238, 155.241, 155.245, 155.246, 155.246, 155.246, 155.246, 155.246, 155.247, 155.247, 155.247, 155.247, 155.248, 155.248, 155.247, 155.247, 155.247, 155.248, 155.248, 155.247, 155.247, 155.247, 155.247, 155.246, 162.760, 155.247, 155.248, 155.248, 155.248, 155.248, 155.247, 155.247,
 35632.042, 162.760, 162.760, 162.760, 162.457, 155.245, 154.971, 154.990, 154.992, 154.996, 154.997, 154.997, 154.997, 154.998, 154.998, 154.998, 154.998, 154.998, 154.999, 155.000, 154.999, 154.999, 154.999, 154.999, 154.999, 155.000, 154.999, 154.999, 154.999, 154.998, 154.998, 162.760, 154.999, 154.999, 155.001, 155.000, 155.000, 154.999, 154.999,
 35633.043, 162.760, 162.760, 162.760, 162.457, 155.623, 154.751, 154.787, 154.790, 154.794, 154.796, 154.796, 154.797, 154.797, 154.797, 154.798, 154.798, 154.798, 154.799, 154.799, 154.799, 154.799, 154.799, 154.799, 154.799, 154.799, 154.800, 154.798, 154.798, 154.798, 154.798, 162.760, 154.798, 154.799, 154.799, 154.799, 154.797, 154.799, 154.799,
 35634.043, 162.760, 162.760, 162.760, 162.457, 155.580, 154.594, 154.622, 154.626, 154.630, 154.632, 154.632, 154.633, 154.633, 154.633, 154.633, 154.634, 154.634, 154.635, 154.635, 154.635, 154.635, 154.635, 154.635, 154.636, 154.635, 154.635, 154.635, 154.635, 154.635, 154.635, 162.760, 154.636, 154.635, 154.635, 154.635, 154.636, 154.636, 154.635,
 35635.043, 162.760, 162.760, 162.760, 162.457, 155.891, 154.417, 154.460, 154.462, 154.465, 154.468, 154.468, 154.468, 154.469, 154.469, 154.470, 154.470, 154.471, 154.471, 154.472, 154.472, 154.472, 154.472, 154.472, 154.472, 154.472, 154.472, 154.472, 154.472, 154.472, 154.471, 162.760, 154.472, 154.472, 154.473, 154.472, 154.472, 154.472, 154.472,
 35636.043, 162.760, 162.760, 162.760, 162.457, 155.972, 154.278, 154.321, 154.326, 154.328, 154.332, 154.333, 154.334, 154.334, 154.335, 154.336, 154.336, 154.337, 154.338, 154.338, 154.339, 154.339, 154.339, 154.339, 154.339, 154.339, 154.338, 154.339, 154.339, 154.339, 154.338, 162.760, 154.339, 154.339, 154.339, 154.339, 154.339, 154.339, 154.339,
 35637.042, 162.760, 162.760, 162.760, 162.457, 156.373, 154.069, 154.207, 154.220, 154.224, 154.227, 154.228, 154.228, 154.229, 154.229, 154.230, 154.231, 154.231, 154.232, 154.232, 154.233, 154.233, 154.233, 154.233, 154.233, 154.233, 154.232, 154.233, 154.232, 154.232, 154.232, 162.760, 154.232, 154.233, 154.233, 154.233, 154.233, 154.233, 154.233,
 35638.047, 162.760, 162.760, 162.760, 162.457, 156.462, 154.109, 154.118, 154.122, 154.124, 154.126, 154.127, 154.128, 154.128, 154.128, 154.129, 154.129, 154.130, 154.131, 154.131, 154.131, 154.131, 154.132, 154.132, 154.132, 154.132, 154.131, 154.132, 154.132, 154.132, 154.132, 162.760, 154.131, 154.131, 154.131, 154.131, 154.131, 154.132, 154.131,
 35639.045, 162.760, 162.760, 162.760, 162.457, 156.462, 154.001, 153.977, 153.980, 153.982, 153.986, 153.987, 153.988, 153.988, 153.989, 153.990, 153.991, 153.992, 153.993, 153.994, 153.994, 153.994, 153.994, 153.994, 153.994, 153.994, 153.994, 153.994, 153.994, 153.993, 153.993, 162.760, 153.994, 153.994, 153.993, 153.993, 153.993, 153.994, 153.993,
 35640.045, 162.760, 162.760, 162.760, 162.457, 156.462, 153.842, 153.812, 153.816, 153.818, 153.822, 153.822, 153.823, 153.824, 153.825, 153.826, 153.827, 153.828, 153.829, 153.830, 153.830, 153.830, 153.830, 153.830, 153.829, 153.830, 153.829, 153.829, 153.829, 153.829, 153.828, 162.760, 153.830, 153.830, 153.830, 153.830, 153.830, 153.830, 153.829,
 35641.045, 162.760, 162.760, 162.760, 162.457, 156.462, 153.661, 153.668, 153.671, 153.671, 153.675, 153.676, 153.676, 153.677, 153.678, 153.679, 153.679, 153.680, 153.681, 153.682, 153.682, 153.682, 153.682, 153.681, 153.681, 153.681, 153.681, 153.681, 153.681, 153.681, 153.681, 162.760, 153.682, 153.682, 153.681, 153.681, 153.680, 153.681, 153.681,
 35642.045, 162.760, 162.760, 162.760, 162.457, 156.462, 153.451, 153.455, 153.457, 153.458, 153.461, 153.462, 153.463, 153.464, 153.464, 153.465, 153.466, 153.467, 153.468, 153.469, 153.468, 153.468, 153.468, 153.468, 153.468, 153.468, 153.467, 153.467, 153.467, 153.467, 153.467, 162.760, 153.468, 153.469, 153.468, 153.468, 153.468, 153.467, 153.467,
 35643.044, 162.760, 162.760, 162.760, 162.457, 156.462, 153.152, 153.155, 153.157, 153.158, 153.161, 153.162, 153.163, 153.163, 153.164, 153.165, 153.165, 153.166, 153.167, 153.168, 153.168, 153.168, 153.167, 153.167, 153.167, 153.167, 153.167, 153.167, 153.167, 153.166, 153.166, 162.760, 153.168, 153.168, 153.167, 153.167, 153.166, 153.167, 153.167,
 35644.044, 162.760, 162.760, 162.760, 162.457, 156.462, 152.895, 152.890, 152.892, 152.894, 152.897, 152.898, 152.899, 152.899, 152.900, 152.901, 152.902, 152.902, 152.903, 152.904, 152.904, 152.903, 152.903, 152.903, 152.903, 152.903, 152.902, 152.902, 152.902, 152.902, 152.902, 162.760, 152.904, 152.904, 152.904, 152.904, 152.903, 152.903, 152.903,
 35645.046, 162.760, 162.760, 162.760, 162.457, 156.462, 152.683, 152.657, 152.660, 152.661, 152.664, 152.665, 152.666, 152.666, 152.667, 152.668, 152.668, 152.669, 152.670, 152.670, 152.671, 152.671, 152.671, 152.671, 152.671, 152.671, 152.671, 152.670, 152.670, 152.670, 152.670, 162.760, 152.671, 152.671, 152.670, 152.671, 152.671, 152.671, 152.670,
 35646.047, 162.760, 162.760, 162.760, 162.457, 156.462, 152.411, 152.406, 152.409, 152.409, 152.412, 152.413, 152.414, 152.414, 152.415, 152.416, 152.416, 152.417, 152.418, 152.418, 152.419, 152.419, 152.419, 152.419, 152.419, 152.419, 152.419, 152.419, 152.419, 152.419, 152.419, 162.760, 152.419, 152.419, 152.419, 152.419, 152.419, 152.419, 152.419,
 35647.046, 162.760, 162.760, 162.760, 162.457, 156.462, 152.112, 152.101, 152.105, 152.106, 152.108, 152.109, 152.110, 152.110, 152.111, 152.112, 152.112, 152.113, 152.114, 152.115, 152.115, 152.115, 152.115, 152.115, 152.115, 152.115, 152.115, 152.115, 152.115, 152.115, 152.115, 162.760, 152.115, 152.115, 152.115, 152.115, 152.115, 152.115, 152.115,
 35648.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.850, 151.825, 151.829, 151.830, 151.832, 151.833, 151.834, 151.835, 151.835, 151.836, 151.836, 151.837, 151.838, 151.839, 151.839, 151.840, 151.840, 151.839, 151.839, 151.839, 151.839, 151.839, 151.839, 151.839, 151.839, 162.760, 151.840, 151.839, 151.838, 151.839, 151.838, 151.839, 151.839,
 35649.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.691, 151.639, 151.647, 151.648, 151.649, 151.650, 151.652, 151.652, 151.653, 151.653, 151.654, 151.655, 151.656, 151.657, 151.657, 151.657, 151.657, 151.657, 151.657, 151.657, 151.657, 151.657, 151.657, 151.657, 151.657, 162.760, 151.657, 151.657, 151.657, 151.657, 151.656, 151.657, 151.657,
 35650.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.499, 151.448, 151.456, 151.457, 151.458, 151.459, 151.460, 151.461, 151.462, 151.462, 151.463, 151.464, 151.466, 151.466, 151.466, 151.466, 151.466, 151.466, 151.466, 151.466, 151.466, 151.466, 151.466, 151.466, 151.466, 162.760, 151.467, 151.467, 151.467, 151.467, 151.467, 151.466, 151.466,
 35651.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.257, 151.210, 151.215, 151.215, 151.215, 151.216, 151.217, 151.218, 151.218, 151.219, 151.220, 151.221, 151.222, 151.223, 151.223, 151.223, 151.223, 151.223, 151.223, 151.223, 151.222, 151.222, 151.223, 151.223, 151.223, 162.760, 151.223, 151.223, 151.222, 151.222, 151.223, 151.223, 151.222,
 35652.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.006, 150.967, 150.973, 150.974, 150.975, 150.976, 150.977, 150.977, 150.978, 150.978, 150.979, 150.980, 150.982, 150.982, 150.982, 150.982, 150.982, 150.983, 150.982, 150.982, 150.982, 150.982, 150.982, 150.982, 150.982, 162.760, 150.982, 150.982, 150.982, 150.981, 150.981, 150.982, 150.982,
 35653.045, 162.760, 162.760, 162.760, 162.457, 156.462, 150.832, 150.739, 150.747, 150.748, 150.749, 150.750, 150.751, 150.752, 150.752, 150.753, 150.754, 150.755, 150.756, 150.756, 150.757, 150.757, 150.757, 150.757, 150.757, 150.757, 150.756, 150.756, 150.756, 150.756, 150.756, 162.760, 150.757, 150.757, 150.756, 150.756, 150.756, 150.756, 150.756,
 35654.045, 162.760, 162.760, 162.760, 162.457, 156.462, 150.661, 150.511, 150.523, 150.524, 150.524, 150.525, 150.527, 150.527, 150.528, 150.529, 150.529, 150.530, 150.531, 150.531, 150.532, 150.532, 150.532, 150.532, 150.532, 150.532, 150.532, 150.532, 150.532, 150.532, 150.532, 162.760, 150.532, 150.532, 150.532, 150.532, 150.532, 150.532, 150.532,
 35655.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.443, 150.253, 150.268, 150.269, 150.270, 150.271, 150.272, 150.273, 150.274, 150.274, 150.275, 150.275, 150.276, 150.277, 150.277, 150.278, 150.278, 150.278, 150.278, 150.278, 150.278, 150.278, 150.277, 150.277, 150.277, 162.760, 150.277, 150.277, 150.278, 150.278, 150.278, 150.278, 150.278,
 35656.043, 162.760, 162.760, 162.760, 162.457, 156.462, 150.219, 149.955, 149.972, 149.973, 149.974, 149.975, 149.976, 149.977, 149.977, 149.978, 149.978, 149.979, 149.980, 149.981, 149.981, 149.981, 149.981, 149.981, 149.981, 149.981, 149.981, 149.981, 149.981, 149.981, 149.981, 162.760, 149.981, 149.981, 149.981, 149.981, 149.981, 149.981, 149.981,
 35657.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.244, 149.648, 149.670, 149.673, 149.673, 149.675, 149.676, 149.676, 149.676, 149.677, 149.678, 149.678, 149.678, 149.678, 149.678, 149.678, 149.678, 149.678, 149.679, 149.679, 149.678, 149.678, 149.678, 149.678, 149.677, 162.760, 149.678, 149.678, 149.679, 149.679, 149.678, 149.678, 149.678,
 35658.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.131, 149.388, 149.402, 149.404, 149.404, 149.406, 149.407, 149.408, 149.408, 149.408, 149.409, 149.409, 149.410, 149.410, 149.410, 149.410, 149.410, 149.410, 149.410, 149.410, 149.410, 149.410, 149.410, 149.410, 149.410, 162.760, 149.410, 149.410, 149.410, 149.410, 149.409, 149.410, 149.410,
 35659.044, 162.760, 162.760, 162.760, 162.457, 156.462, 150.213, 149.225, 149.233, 149.236, 149.236, 149.238, 149.239, 149.240, 149.240, 149.241, 149.241, 149.241, 149.242, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 162.760, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243, 149.243,
 35660.043, 162.760, 162.760, 162.760, 162.457, 156.462, 150.112, 149.219, 149.179, 149.179, 149.178, 149.179, 149.180, 149.180, 149.180, 149.180, 149.180, 149.181, 149.182, 149.182, 149.183, 149.183, 149.183, 149.183, 149.183, 149.183, 149.183, 149.182, 149.183, 149.182, 149.182, 162.760, 149.183, 149.183, 149.182, 149.183, 149.182, 149.183, 149.182,
 35661.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 149.153, 149.147, 149.152, 149.152, 149.153, 149.155, 149.155, 149.156, 149.156, 149.156, 149.156, 149.157, 149.157, 149.157, 149.157, 149.157, 149.157, 149.156, 149.156, 149.156, 149.156, 149.156, 149.156, 149.156, 162.760, 149.157, 149.157, 149.156, 149.156, 149.156, 149.156, 149.156,
 35662.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 149.073, 149.065, 149.068, 149.068, 149.069, 149.070, 149.071, 149.071, 149.072, 149.072, 149.073, 149.074, 149.075, 149.075, 149.075, 149.075, 149.075, 149.075, 149.075, 149.075, 149.075, 149.075, 149.075, 149.075, 162.760, 149.075, 149.075, 149.075, 149.075, 149.075, 149.075, 149.075,
 35663.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.943, 148.933, 148.935, 148.935, 148.936, 148.937, 148.938, 148.938, 148.939, 148.939, 148.940, 148.941, 148.942, 148.942, 148.942, 148.942, 148.942, 148.942, 148.942, 148.942, 148.942, 148.942, 148.942, 148.941, 162.760, 148.942, 148.942, 148.943, 148.943, 148.942, 148.943, 148.943,
 35664.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.822, 148.807, 148.809, 148.809, 148.810, 148.812, 148.812, 148.813, 148.813, 148.814, 148.815, 148.816, 148.816, 148.817, 148.817, 148.817, 148.817, 148.817, 148.817, 148.817, 148.817, 148.817, 148.816, 148.816, 162.760, 148.816, 148.817, 148.817, 148.817, 148.817, 148.817, 148.817,
 35665.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.725, 148.706, 148.709, 148.709, 148.709, 148.711, 148.711, 148.712, 148.713, 148.713, 148.714, 148.715, 148.716, 148.716, 148.716, 148.716, 148.716, 148.716, 148.716, 148.716, 148.716, 148.716, 148.715, 148.715, 162.760, 148.716, 148.716, 148.716, 148.716, 148.716, 148.716, 148.716,
 35666.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.693, 148.672, 148.675, 148.675, 148.675, 148.677, 148.678, 148.678, 148.679, 148.679, 148.680, 148.681, 148.682, 148.682, 148.682, 148.682, 148.682, 148.682, 148.682, 148.682, 148.682, 148.682, 148.682, 148.681, 162.760, 148.682, 148.682, 148.682, 148.682, 148.682, 148.682, 148.682,
 35667.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.697, 148.678, 148.681, 148.681, 148.681, 148.683, 148.684, 148.684, 148.685, 148.685, 148.686, 148.687, 148.688, 148.688, 148.688, 148.688, 148.688, 148.688, 148.688, 148.688, 148.688, 148.688, 148.688, 148.687, 162.760, 148.688, 148.688, 148.688, 148.688, 148.688, 148.688, 148.688,
 35668.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.693, 148.667, 148.671, 148.671, 148.671, 148.673, 148.673, 148.674, 148.674, 148.675, 148.676, 148.676, 148.677, 148.678, 148.678, 148.678, 148.678, 148.678, 148.678, 148.678, 148.677, 148.677, 148.677, 148.677, 162.760, 148.677, 148.677, 148.678, 148.678, 148.678, 148.678, 148.678,
 35669.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.371, 148.633, 148.591, 148.597, 148.597, 148.597, 148.599, 148.600, 148.600, 148.601, 148.601, 148.602, 148.603, 148.604, 148.604, 148.604, 148.604, 148.604, 148.604, 148.604, 148.604, 148.604, 148.604, 148.603, 148.603, 162.760, 148.604, 148.604, 148.604, 148.604, 148.604, 148.604, 148.604,
