 JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror,
 37753.042,   1,  0.85985947E+09,   0.00000000E+00,  -0.53833184E+09,   0.00000000E+00,   0.00000000E+00,  -0.73061126E+07,   0.00000000E+00,   0.00000000E+00,  -0.66391428E-12,
 37754.042,   1,  0.87605249E+09,   0.00000000E+00,  -0.55240121E+09,   0.00000000E+00,   0.00000000E+00,  -0.74592186E+07,   0.00000000E+00,   0.00000000E+00,  -0.56552224E-12,
 37755.042,   1,  0.89321809E+09,   0.00000000E+00,  -0.56757013E+09,   0.00000000E+00,   0.00000000E+00,  -0.75848576E+07,   0.00000000E+00,   0.00000000E+00,   0.48723665E-12,
 37756.042,   1,  0.91147124E+09,   0.00000000E+00,  -0.58375676E+09,   0.00000000E+00,   0.00000000E+00,  -0.77194640E+07,   0.00000000E+00,   0.00000000E+00,  -0.55880141E-13,
 37757.042,   1,  0.93083363E+09,   0.00000000E+00,  -0.60098383E+09,   0.00000000E+00,   0.00000000E+00,  -0.78639513E+07,   0.00000000E+00,   0.00000000E+00,   0.57385836E-12,
 37758.042,   1,  0.94902336E+09,   0.00000000E+00,  -0.61823154E+09,   0.00000000E+00,   0.00000000E+00,  -0.80015049E+07,   0.00000000E+00,   0.00000000E+00,  -0.83094442E-12,
 37759.042,   1,  0.96789479E+09,   0.00000000E+00,  -0.63465360E+09,   0.00000000E+00,   0.00000000E+00,  -0.81456962E+07,   0.00000000E+00,   0.00000000E+00,  -0.22001357E-12,
 37760.042,   1,  0.98767777E+09,   0.00000000E+00,  -0.65256138E+09,   0.00000000E+00,   0.00000000E+00,  -0.63742195E+07,   0.00000000E+00,   0.00000000E+00,   0.14504869E-12,
 37761.042,   1,  0.10069170E+10,   0.00000000E+00,  -0.67023646E+09,   0.00000000E+00,   0.00000000E+00,  -0.48968975E+07,   0.00000000E+00,   0.00000000E+00,   0.26049083E-11,
 37762.043,   1,  0.10240329E+10,   0.00000000E+00,  -0.68633585E+09,   0.00000000E+00,   0.00000000E+00,  -0.50311411E+07,   0.00000000E+00,   0.00000000E+00,   0.28130129E-11,
 37763.043,   1,  0.10392928E+10,   0.00000000E+00,  -0.70242780E+09,   0.00000000E+00,   0.00000000E+00,  -0.51931932E+07,   0.00000000E+00,   0.00000000E+00,  -0.28753588E-12,
 37764.043,   1,  0.10533132E+10,   0.00000000E+00,  -0.71855960E+09,   0.00000000E+00,   0.00000000E+00,  -0.53313292E+07,   0.00000000E+00,   0.00000000E+00,   0.50662460E-12,
 37765.043,   1,  0.10672973E+10,   0.00000000E+00,  -0.73465871E+09,   0.00000000E+00,   0.00000000E+00,  -0.54360353E+07,   0.00000000E+00,   0.00000000E+00,   0.12569355E-11,
 37766.043,   1,  0.10811707E+10,   0.00000000E+00,  -0.75052850E+09,   0.00000000E+00,   0.00000000E+00,  -0.55617554E+07,   0.00000000E+00,   0.00000000E+00,   0.75175123E-12,
 37767.043,   1,  0.10940134E+10,   0.00000000E+00,  -0.76601905E+09,   0.00000000E+00,   0.00000000E+00,  -0.56993171E+07,   0.00000000E+00,   0.00000000E+00,   0.35138331E-12,
 37768.043,   1,  0.11066882E+10,   0.00000000E+00,  -0.78103735E+09,   0.00000000E+00,   0.00000000E+00,  -0.58342316E+07,   0.00000000E+00,   0.00000000E+00,  -0.18078049E-11,
 37769.042,   1,  0.11198220E+10,   0.00000000E+00,  -0.79558598E+09,   0.00000000E+00,   0.00000000E+00,  -0.59837820E+07,   0.00000000E+00,   0.00000000E+00,  -0.32213468E-11,
 37770.042,   1,  0.11337329E+10,   0.00000000E+00,  -0.80998245E+09,   0.00000000E+00,   0.00000000E+00,  -0.62023360E+07,   0.00000000E+00,   0.00000000E+00,  -0.51993672E-11,
 37771.042,   1,  0.11482352E+10,   0.00000000E+00,  -0.82434568E+09,   0.00000000E+00,   0.00000000E+00,  -0.64529992E+07,   0.00000000E+00,   0.00000000E+00,  -0.99517403E-11,
 37772.042,   1,  0.11641009E+10,   0.00000000E+00,  -0.83865149E+09,   0.00000000E+00,   0.00000000E+00,  -0.67429159E+07,   0.00000000E+00,   0.00000000E+00,  -0.81914852E-11,
 37773.042,   1,  0.11801314E+10,   0.00000000E+00,  -0.85294490E+09,   0.00000000E+00,   0.00000000E+00,  -0.70026834E+07,   0.00000000E+00,   0.00000000E+00,  -0.95498790E-11,
 37774.042,   1,  0.11952490E+10,   0.00000000E+00,  -0.86722345E+09,   0.00000000E+00,   0.00000000E+00,  -0.71634128E+07,   0.00000000E+00,   0.00000000E+00,  -0.10737157E-10,
 37775.042,   1,  0.12098614E+10,   0.00000000E+00,  -0.88154232E+09,   0.00000000E+00,   0.00000000E+00,  -0.73096241E+07,   0.00000000E+00,   0.00000000E+00,  -0.10119494E-10,
 37776.042,   1,  0.12238028E+10,   0.00000000E+00,  -0.89598208E+09,   0.00000000E+00,   0.00000000E+00,  -0.74852681E+07,   0.00000000E+00,   0.00000000E+00,  -0.10866467E-10,
 37777.042,   1,  0.12377254E+10,   0.00000000E+00,  -0.91051071E+09,   0.00000000E+00,   0.00000000E+00,  -0.76605661E+07,   0.00000000E+00,   0.00000000E+00,  -0.13467065E-10,
 37778.042,   1,  0.12532127E+10,   0.00000000E+00,  -0.92502811E+09,   0.00000000E+00,   0.00000000E+00,  -0.78474059E+07,   0.00000000E+00,   0.00000000E+00,  -0.12261896E-10,
 37779.042,   1,  0.12714412E+10,   0.00000000E+00,  -0.93837526E+09,   0.00000000E+00,   0.00000000E+00,  -0.80019726E+07,   0.00000000E+00,   0.00000000E+00,  -0.15402416E-10,
 37780.043,   1,  0.12887391E+10,   0.00000000E+00,  -0.94942562E+09,   0.00000000E+00,   0.00000000E+00,  -0.81365952E+07,   0.00000000E+00,   0.00000000E+00,  -0.12562432E-10,
 37781.043,   1,  0.13036613E+10,   0.00000000E+00,  -0.95971421E+09,   0.00000000E+00,   0.00000000E+00,  -0.82938025E+07,   0.00000000E+00,   0.00000000E+00,  -0.13282793E-10,
 37782.043,   1,  0.13192617E+10,   0.00000000E+00,  -0.97179882E+09,   0.00000000E+00,   0.00000000E+00,  -0.84770298E+07,   0.00000000E+00,   0.00000000E+00,  -0.12290646E-10,
 37783.043,   1,  0.13348829E+10,   0.00000000E+00,  -0.98646700E+09,   0.00000000E+00,   0.00000000E+00,  -0.86754643E+07,   0.00000000E+00,   0.00000000E+00,  -0.84036656E-11,
 37784.043,   1,  0.13495945E+10,   0.00000000E+00,  -0.10024586E+10,   0.00000000E+00,   0.00000000E+00,  -0.88614138E+07,   0.00000000E+00,   0.00000000E+00,  -0.10977402E-10,
 37785.043,   1,  0.13634854E+10,   0.00000000E+00,  -0.10183711E+10,   0.00000000E+00,   0.00000000E+00,  -0.90296004E+07,   0.00000000E+00,   0.00000000E+00,  -0.11119876E-10,
 37786.043,   1,  0.13760800E+10,   0.00000000E+00,  -0.10338857E+10,   0.00000000E+00,   0.00000000E+00,  -0.92313967E+07,   0.00000000E+00,   0.00000000E+00,  -0.11635883E-10,
 37787.044,   1,  0.13864948E+10,   0.00000000E+00,  -0.10489766E+10,   0.00000000E+00,   0.00000000E+00,  -0.94476059E+07,   0.00000000E+00,   0.00000000E+00,  -0.10555825E-10,
 37788.044,   1,  0.13953867E+10,   0.00000000E+00,  -0.10639358E+10,   0.00000000E+00,   0.00000000E+00,  -0.96096386E+07,   0.00000000E+00,   0.00000000E+00,  -0.12204704E-10,
 37789.044,   1,  0.14035685E+10,   0.00000000E+00,  -0.10786863E+10,   0.00000000E+00,   0.00000000E+00,  -0.97574639E+07,   0.00000000E+00,   0.00000000E+00,  -0.11670422E-10,
 37790.043,   1,  0.14116234E+10,   0.00000000E+00,  -0.10925718E+10,   0.00000000E+00,   0.00000000E+00,  -0.99488486E+07,   0.00000000E+00,   0.00000000E+00,  -0.13941775E-10,
 37791.044,   1,  0.14191004E+10,   0.00000000E+00,  -0.11057923E+10,   0.00000000E+00,   0.00000000E+00,  -0.10090476E+08,   0.00000000E+00,   0.00000000E+00,  -0.18458421E-10,
 37792.043,   1,  0.14260993E+10,   0.00000000E+00,  -0.11187152E+10,   0.00000000E+00,   0.00000000E+00,  -0.10168343E+08,   0.00000000E+00,   0.00000000E+00,  -0.14800184E-10,
 37793.043,   1,  0.14330805E+10,   0.00000000E+00,  -0.11310249E+10,   0.00000000E+00,   0.00000000E+00,  -0.10362825E+08,   0.00000000E+00,   0.00000000E+00,  -0.17042084E-10,
 37794.043,   1,  0.14402675E+10,   0.00000000E+00,  -0.11419085E+10,   0.00000000E+00,   0.00000000E+00,  -0.10576272E+08,   0.00000000E+00,   0.00000000E+00,  -0.16548667E-10,
 37795.042,   1,  0.14478604E+10,   0.00000000E+00,  -0.11522268E+10,   0.00000000E+00,   0.00000000E+00,  -0.10747005E+08,   0.00000000E+00,   0.00000000E+00,  -0.94568728E-11,
 37796.042,   1,  0.14551291E+10,   0.00000000E+00,  -0.11631782E+10,   0.00000000E+00,   0.00000000E+00,  -0.10933248E+08,   0.00000000E+00,   0.00000000E+00,  -0.13574633E-10,
 37797.042,   1,  0.14613003E+10,   0.00000000E+00,  -0.11744726E+10,   0.00000000E+00,   0.00000000E+00,  -0.11108998E+08,   0.00000000E+00,   0.00000000E+00,  -0.14375989E-10,
 37798.042,   1,  0.14672332E+10,   0.00000000E+00,  -0.11857598E+10,   0.00000000E+00,   0.00000000E+00,  -0.11257579E+08,   0.00000000E+00,   0.00000000E+00,  -0.10985007E-10,
 37799.042,   1,  0.14735603E+10,   0.00000000E+00,  -0.11970258E+10,   0.00000000E+00,   0.00000000E+00,  -0.11414299E+08,   0.00000000E+00,   0.00000000E+00,  -0.10611602E-10,
 37800.042,   1,  0.14792830E+10,   0.00000000E+00,  -0.12079385E+10,   0.00000000E+00,   0.00000000E+00,  -0.11587093E+08,   0.00000000E+00,   0.00000000E+00,  -0.15385545E-10,
 37801.042,   1,  0.14848888E+10,   0.00000000E+00,  -0.12179792E+10,   0.00000000E+00,   0.00000000E+00,  -0.11747462E+08,   0.00000000E+00,   0.00000000E+00,  -0.19925713E-10,
 37802.046,   1,  0.14910643E+10,   0.00000000E+00,  -0.12277977E+10,   0.00000000E+00,   0.00000000E+00,  -0.11877503E+08,   0.00000000E+00,   0.00000000E+00,  -0.22904191E-10,
 37803.045,   1,  0.14981773E+10,   0.00000000E+00,  -0.12387412E+10,   0.00000000E+00,   0.00000000E+00,  -0.12012652E+08,   0.00000000E+00,   0.00000000E+00,  -0.21922204E-10,
 37804.045,   1,  0.15064752E+10,   0.00000000E+00,  -0.12511099E+10,   0.00000000E+00,   0.00000000E+00,  -0.12194333E+08,   0.00000000E+00,   0.00000000E+00,  -0.21288350E-10,
 37805.044,   1,  0.15138346E+10,   0.00000000E+00,  -0.12638372E+10,   0.00000000E+00,   0.00000000E+00,  -0.12377794E+08,   0.00000000E+00,   0.00000000E+00,  -0.19691172E-10,
 37806.045,   1,  0.15204303E+10,   0.00000000E+00,  -0.12763999E+10,   0.00000000E+00,   0.00000000E+00,  -0.12551228E+08,   0.00000000E+00,   0.00000000E+00,  -0.12102384E-10,
 37807.045,   1,  0.15272909E+10,   0.00000000E+00,  -0.12880645E+10,   0.00000000E+00,   0.00000000E+00,  -0.12732347E+08,   0.00000000E+00,   0.00000000E+00,  -0.11737132E-10,
 37808.044,   1,  0.15348310E+10,   0.00000000E+00,  -0.12985929E+10,   0.00000000E+00,   0.00000000E+00,  -0.12915577E+08,   0.00000000E+00,   0.00000000E+00,  -0.13865460E-10,
 37809.044,   1,  0.15428843E+10,   0.00000000E+00,  -0.13092277E+10,   0.00000000E+00,   0.00000000E+00,  -0.63308070E+07,   0.00000000E+00,   0.00000000E+00,  -0.14342090E-10,
 37810.044,   1,  0.15502812E+10,   0.00000000E+00,  -0.13212507E+10,   0.00000000E+00,   0.00000000E+00,  -0.90367661E+07,   0.00000000E+00,   0.00000000E+00,  -0.19210166E-10,
 37811.045,   1,  0.15561064E+10,   0.00000000E+00,  -0.13331401E+10,   0.00000000E+00,   0.00000000E+00,  -0.16036395E+08,   0.00000000E+00,   0.00000000E+00,  -0.19817581E-10,
 37812.044,   1,  0.15614928E+10,   0.00000000E+00,  -0.13457291E+10,   0.00000000E+00,   0.00000000E+00,  -0.16170529E+08,   0.00000000E+00,   0.00000000E+00,  -0.14737635E-10,
 37813.044,   1,  0.15664438E+10,   0.00000000E+00,  -0.13595110E+10,   0.00000000E+00,   0.00000000E+00,  -0.16312267E+08,   0.00000000E+00,   0.00000000E+00,  -0.83488867E-11,
 37814.043,   1,  0.15706584E+10,   0.00000000E+00,  -0.13724621E+10,   0.00000000E+00,   0.00000000E+00,  -0.16457251E+08,   0.00000000E+00,   0.00000000E+00,  -0.88716356E-11,
 37815.043,   1,  0.15751203E+10,   0.00000000E+00,  -0.13838820E+10,   0.00000000E+00,   0.00000000E+00,  -0.16613300E+08,   0.00000000E+00,   0.00000000E+00,  -0.13550898E-10,
 37816.043,   1,  0.15799516E+10,   0.00000000E+00,  -0.13945563E+10,   0.00000000E+00,   0.00000000E+00,  -0.16762764E+08,   0.00000000E+00,   0.00000000E+00,  -0.12229791E-10,
 37817.045,   1,  0.15853099E+10,   0.00000000E+00,  -0.14060605E+10,   0.00000000E+00,   0.00000000E+00,  -0.16909965E+08,   0.00000000E+00,   0.00000000E+00,  -0.38552552E-11,
 37818.046,   1,  0.15900635E+10,   0.00000000E+00,  -0.14184808E+10,   0.00000000E+00,   0.00000000E+00,  -0.17049748E+08,   0.00000000E+00,   0.00000000E+00,  -0.16971624E-11,
 37819.045,   1,  0.15939035E+10,   0.00000000E+00,  -0.14312893E+10,   0.00000000E+00,   0.00000000E+00,  -0.17190167E+08,   0.00000000E+00,   0.00000000E+00,  -0.18854410E-11,
 37820.043,   1,  0.15981302E+10,   0.00000000E+00,  -0.14442418E+10,   0.00000000E+00,   0.00000000E+00,  -0.17330398E+08,   0.00000000E+00,   0.00000000E+00,  -0.10715714E-10,
 37821.043,   1,  0.16027525E+10,   0.00000000E+00,  -0.14563160E+10,   0.00000000E+00,   0.00000000E+00,  -0.17471260E+08,   0.00000000E+00,   0.00000000E+00,  -0.18487278E-10,
 37822.043,   1,  0.16072786E+10,   0.00000000E+00,  -0.14662832E+10,   0.00000000E+00,   0.00000000E+00,  -0.17613076E+08,   0.00000000E+00,   0.00000000E+00,  -0.20664306E-10,
 37823.043,   1,  0.16114665E+10,   0.00000000E+00,  -0.14752580E+10,   0.00000000E+00,   0.00000000E+00,  -0.17758645E+08,   0.00000000E+00,   0.00000000E+00,  -0.29588690E-10,
 37824.046,   1,  0.16158625E+10,   0.00000000E+00,  -0.14849120E+10,   0.00000000E+00,   0.00000000E+00,  -0.17907273E+08,   0.00000000E+00,   0.00000000E+00,  -0.29251037E-10,
 37825.045,   1,  0.16208985E+10,   0.00000000E+00,  -0.14950649E+10,   0.00000000E+00,   0.00000000E+00,  -0.18062849E+08,   0.00000000E+00,   0.00000000E+00,  -0.31359527E-10,
 37826.044,   1,  0.16265972E+10,   0.00000000E+00,  -0.15055494E+10,   0.00000000E+00,   0.00000000E+00,  -0.18221831E+08,   0.00000000E+00,   0.00000000E+00,  -0.28882254E-10,
 37827.043,   1,  0.16323679E+10,   0.00000000E+00,  -0.15161408E+10,   0.00000000E+00,   0.00000000E+00,  -0.18357525E+08,   0.00000000E+00,   0.00000000E+00,  -0.37044271E-10,
 37828.043,   1,  0.16373145E+10,   0.00000000E+00,  -0.15255859E+10,   0.00000000E+00,   0.00000000E+00,  -0.18462479E+08,   0.00000000E+00,   0.00000000E+00,  -0.35245731E-10,
 37829.043,   1,  0.16416192E+10,   0.00000000E+00,  -0.15332672E+10,   0.00000000E+00,   0.00000000E+00,  -0.18572011E+08,   0.00000000E+00,   0.00000000E+00,  -0.44747039E-10,
 37830.044,   1,  0.16452924E+10,   0.00000000E+00,  -0.15405666E+10,   0.00000000E+00,   0.00000000E+00,  -0.18691370E+08,   0.00000000E+00,   0.00000000E+00,  -0.41274179E-10,
 37831.043,   1,  0.16487939E+10,   0.00000000E+00,  -0.15490849E+10,   0.00000000E+00,   0.00000000E+00,  -0.18821213E+08,   0.00000000E+00,   0.00000000E+00,  -0.53627517E-10,
 37832.043,   1,  0.16524399E+10,   0.00000000E+00,  -0.15588171E+10,   0.00000000E+00,   0.00000000E+00,  -0.18954707E+08,   0.00000000E+00,   0.00000000E+00,  -0.47377775E-10,
 37833.045,   1,  0.16566257E+10,   0.00000000E+00,  -0.15686556E+10,   0.00000000E+00,   0.00000000E+00,  -0.19050672E+08,   0.00000000E+00,   0.00000000E+00,  -0.55502763E-10,
 37834.044,   1,  0.16614161E+10,   0.00000000E+00,  -0.15777666E+10,   0.00000000E+00,   0.00000000E+00,  -0.19146797E+08,   0.00000000E+00,   0.00000000E+00,  -0.55502427E-10,
 37835.043,   1,  0.16664974E+10,   0.00000000E+00,  -0.15862221E+10,   0.00000000E+00,   0.00000000E+00,  -0.19270264E+08,   0.00000000E+00,   0.00000000E+00,  -0.51344198E-10,
 37836.044,   1,  0.16709182E+10,   0.00000000E+00,  -0.15937684E+10,   0.00000000E+00,   0.00000000E+00,  -0.19406196E+08,   0.00000000E+00,   0.00000000E+00,  -0.50850784E-10,
 37837.044,   1,  0.16748500E+10,   0.00000000E+00,  -0.16007742E+10,   0.00000000E+00,   0.00000000E+00,  -0.19540283E+08,   0.00000000E+00,   0.00000000E+00,  -0.76193346E-10,
 37838.043,   1,  0.16793573E+10,   0.00000000E+00,  -0.16084478E+10,   0.00000000E+00,   0.00000000E+00,  -0.19675725E+08,   0.00000000E+00,   0.00000000E+00,  -0.62532995E-10,
 37839.044,   1,  0.16839396E+10,   0.00000000E+00,  -0.16170709E+10,   0.00000000E+00,   0.00000000E+00,  -0.19822528E+08,   0.00000000E+00,   0.00000000E+00,  -0.76572243E-10,
 37840.043,   1,  0.16887309E+10,   0.00000000E+00,  -0.16259726E+10,   0.00000000E+00,   0.00000000E+00,  -0.19966685E+08,   0.00000000E+00,   0.00000000E+00,  -0.63639468E-10,
 37841.046,   1,  0.16943973E+10,   0.00000000E+00,  -0.16345703E+10,   0.00000000E+00,   0.00000000E+00,  -0.20101188E+08,   0.00000000E+00,   0.00000000E+00,  -0.43850082E-10,
 37842.046,   1,  0.17003217E+10,   0.00000000E+00,  -0.16422322E+10,   0.00000000E+00,   0.00000000E+00,  -0.20223753E+08,   0.00000000E+00,   0.00000000E+00,  -0.20778506E-10,
 37843.046,   1,  0.17070043E+10,   0.00000000E+00,  -0.16486470E+10,   0.00000000E+00,   0.00000000E+00,  -0.20346427E+08,   0.00000000E+00,   0.00000000E+00,  -0.25383278E-10,
 37844.046,   1,  0.17137598E+10,   0.00000000E+00,  -0.16547203E+10,   0.00000000E+00,   0.00000000E+00,  -0.20464896E+08,   0.00000000E+00,   0.00000000E+00,  -0.10912820E-10,
 37845.046,   1,  0.17198968E+10,   0.00000000E+00,  -0.16615789E+10,   0.00000000E+00,   0.00000000E+00,  -0.20577053E+08,   0.00000000E+00,   0.00000000E+00,  -0.12318841E-10,
 37846.046,   1,  0.17258716E+10,   0.00000000E+00,  -0.16688336E+10,   0.00000000E+00,   0.00000000E+00,  -0.20698705E+08,   0.00000000E+00,   0.00000000E+00,   0.20400661E-10,
 37847.045,   1,  0.17310290E+10,   0.00000000E+00,  -0.16760346E+10,   0.00000000E+00,   0.00000000E+00,  -0.20830114E+08,   0.00000000E+00,   0.00000000E+00,   0.14808155E-10,
 37848.045,   1,  0.17350351E+10,   0.00000000E+00,  -0.16832841E+10,   0.00000000E+00,   0.00000000E+00,  -0.20944120E+08,   0.00000000E+00,   0.00000000E+00,  -0.24669504E-11,
 37849.046,   1,  0.17397419E+10,   0.00000000E+00,  -0.16902917E+10,   0.00000000E+00,   0.00000000E+00,  -0.21043169E+08,   0.00000000E+00,   0.00000000E+00,   0.20156484E-10,
 37850.044,   1,  0.17450528E+10,   0.00000000E+00,  -0.16964626E+10,   0.00000000E+00,   0.00000000E+00,  -0.21102149E+08,   0.00000000E+00,   0.00000000E+00,   0.29856233E-10,
 37851.045,   1,  0.17500892E+10,   0.00000000E+00,  -0.17021485E+10,   0.00000000E+00,   0.00000000E+00,  -0.21100489E+08,   0.00000000E+00,   0.00000000E+00,   0.14282090E-10,
 37852.044,   1,  0.17559000E+10,   0.00000000E+00,  -0.17085138E+10,   0.00000000E+00,   0.00000000E+00,  -0.21156484E+08,   0.00000000E+00,   0.00000000E+00,  -0.41485950E-10,
 37853.044,   1,  0.17621916E+10,   0.00000000E+00,  -0.17157822E+10,   0.00000000E+00,   0.00000000E+00,  -0.21276248E+08,   0.00000000E+00,   0.00000000E+00,  -0.22278131E-10,
 37854.044,   1,  0.17683406E+10,   0.00000000E+00,  -0.17232621E+10,   0.00000000E+00,   0.00000000E+00,  -0.21370586E+08,   0.00000000E+00,   0.00000000E+00,  -0.18212003E-10,
 37855.045,   1,  0.17744433E+10,   0.00000000E+00,  -0.17306279E+10,   0.00000000E+00,   0.00000000E+00,  -0.21447709E+08,   0.00000000E+00,   0.00000000E+00,   0.40638356E-11,
 37856.044,   1,  0.17796236E+10,   0.00000000E+00,  -0.17374097E+10,   0.00000000E+00,   0.00000000E+00,  -0.21525914E+08,   0.00000000E+00,   0.00000000E+00,  -0.19646191E-10,
 37857.045,   1,  0.17842567E+10,   0.00000000E+00,  -0.17433769E+10,   0.00000000E+00,   0.00000000E+00,  -0.21611744E+08,   0.00000000E+00,   0.00000000E+00,   0.18561010E-11,
 37858.045,   1,  0.17888045E+10,   0.00000000E+00,  -0.17491456E+10,   0.00000000E+00,   0.00000000E+00,  -0.21718768E+08,   0.00000000E+00,   0.00000000E+00,   0.13331616E-10,
 37859.045,   1,  0.17935839E+10,   0.00000000E+00,  -0.17554323E+10,   0.00000000E+00,   0.00000000E+00,  -0.21827652E+08,   0.00000000E+00,   0.00000000E+00,  -0.15632961E-10,
 37860.045,   1,  0.17985223E+10,   0.00000000E+00,  -0.17619200E+10,   0.00000000E+00,   0.00000000E+00,  -0.21935677E+08,   0.00000000E+00,   0.00000000E+00,   0.22975102E-10,
 37861.045,   1,  0.18034309E+10,   0.00000000E+00,  -0.17681134E+10,   0.00000000E+00,   0.00000000E+00,  -0.22051071E+08,   0.00000000E+00,   0.00000000E+00,  -0.68420518E-10,
 37862.045,   1,  0.18084152E+10,   0.00000000E+00,  -0.17740796E+10,   0.00000000E+00,   0.00000000E+00,  -0.22151172E+08,   0.00000000E+00,   0.00000000E+00,  -0.27150825E-10,
 37863.046,   1,  0.18129518E+10,   0.00000000E+00,  -0.17796394E+10,   0.00000000E+00,   0.00000000E+00,  -0.22235382E+08,   0.00000000E+00,   0.00000000E+00,  -0.10526892E-10,
 37864.046,   1,  0.18172080E+10,   0.00000000E+00,  -0.17844956E+10,   0.00000000E+00,   0.00000000E+00,  -0.22324041E+08,   0.00000000E+00,   0.00000000E+00,   0.57878672E-10,
 37865.043,   1,  0.18215865E+10,   0.00000000E+00,  -0.17890923E+10,   0.00000000E+00,   0.00000000E+00,  -0.22414866E+08,   0.00000000E+00,   0.00000000E+00,  -0.12233841E-10,
 37866.045,   1,  0.18260980E+10,   0.00000000E+00,  -0.17939927E+10,   0.00000000E+00,   0.00000000E+00,  -0.22506097E+08,   0.00000000E+00,   0.00000000E+00,   0.12005623E-09,
 37867.045,   1,  0.18306638E+10,   0.00000000E+00,  -0.17990269E+10,   0.00000000E+00,   0.00000000E+00,  -0.22618787E+08,   0.00000000E+00,   0.00000000E+00,   0.19597522E-09,
 37868.044,   1,  0.18361278E+10,   0.00000000E+00,  -0.18042209E+10,   0.00000000E+00,   0.00000000E+00,  -0.22724625E+08,   0.00000000E+00,   0.00000000E+00,   0.16016802E-09,
 37869.045,   1,  0.18419825E+10,   0.00000000E+00,  -0.18095015E+10,   0.00000000E+00,   0.00000000E+00,  -0.22824867E+08,   0.00000000E+00,   0.00000000E+00,   0.10825273E-09,
 37870.044,   1,  0.18480804E+10,   0.00000000E+00,  -0.18144556E+10,   0.00000000E+00,   0.00000000E+00,  -0.22957298E+08,   0.00000000E+00,   0.00000000E+00,   0.76841853E-10,
 37871.044,   1,  0.18548527E+10,   0.00000000E+00,  -0.18188799E+10,   0.00000000E+00,   0.00000000E+00,  -0.23067609E+08,   0.00000000E+00,   0.00000000E+00,   0.82033781E-10,
 37872.044,   1,  0.18621599E+10,   0.00000000E+00,  -0.18229073E+10,   0.00000000E+00,   0.00000000E+00,  -0.23156729E+08,   0.00000000E+00,   0.00000000E+00,   0.69533017E-10,
 37873.045,   1,  0.18692235E+10,   0.00000000E+00,  -0.18273130E+10,   0.00000000E+00,   0.00000000E+00,  -0.23244973E+08,   0.00000000E+00,   0.00000000E+00,   0.56778927E-10,
 37874.047,   1,  0.18747391E+10,   0.00000000E+00,  -0.18332660E+10,   0.00000000E+00,   0.00000000E+00,  -0.23327156E+08,   0.00000000E+00,   0.00000000E+00,   0.63091231E-10,
 37875.047,   1,  0.18784837E+10,   0.00000000E+00,  -0.18395122E+10,   0.00000000E+00,   0.00000000E+00,  -0.23408044E+08,   0.00000000E+00,   0.00000000E+00,   0.78648132E-10,
 37876.047,   1,  0.18814787E+10,   0.00000000E+00,  -0.18446761E+10,   0.00000000E+00,   0.00000000E+00,  -0.23484857E+08,   0.00000000E+00,   0.00000000E+00,   0.41149690E-10,
 37877.047,   1,  0.18843466E+10,   0.00000000E+00,  -0.18489723E+10,   0.00000000E+00,   0.00000000E+00,  -0.23567485E+08,   0.00000000E+00,   0.00000000E+00,   0.57711179E-10,
 37878.047,   1,  0.18873752E+10,   0.00000000E+00,  -0.18523337E+10,   0.00000000E+00,   0.00000000E+00,  -0.23634826E+08,   0.00000000E+00,   0.00000000E+00,   0.11353724E-09,
 37879.047,   1,  0.18905143E+10,   0.00000000E+00,  -0.18551985E+10,   0.00000000E+00,   0.00000000E+00,  -0.23730408E+08,   0.00000000E+00,   0.00000000E+00,   0.71544898E-10,
 37880.047,   1,  0.18933539E+10,   0.00000000E+00,  -0.18586682E+10,   0.00000000E+00,   0.00000000E+00,  -0.23807843E+08,   0.00000000E+00,   0.00000000E+00,   0.15961425E-09,
 37881.047,   1,  0.18964140E+10,   0.00000000E+00,  -0.18628274E+10,   0.00000000E+00,   0.00000000E+00,  -0.22783045E+08,   0.00000000E+00,   0.00000000E+00,   0.12845829E-09,
 37882.047,   1,  0.18995900E+10,   0.00000000E+00,  -0.18673466E+10,   0.00000000E+00,   0.00000000E+00,  -0.21960917E+08,   0.00000000E+00,   0.00000000E+00,   0.13427706E-09,
 37883.047,   1,  0.19027509E+10,   0.00000000E+00,  -0.18731671E+10,   0.00000000E+00,   0.00000000E+00,  -0.22022231E+08,   0.00000000E+00,   0.00000000E+00,   0.65993119E-10,
 37884.047,   1,  0.19061510E+10,   0.00000000E+00,  -0.18783984E+10,   0.00000000E+00,   0.00000000E+00,  -0.22096913E+08,   0.00000000E+00,   0.00000000E+00,   0.79290480E-10,
 37885.046,   1,  0.19098007E+10,   0.00000000E+00,  -0.18820414E+10,   0.00000000E+00,   0.00000000E+00,  -0.22174254E+08,   0.00000000E+00,   0.00000000E+00,   0.16743280E-09,
 37886.046,   1,  0.19136158E+10,   0.00000000E+00,  -0.18853140E+10,   0.00000000E+00,   0.00000000E+00,  -0.22262277E+08,   0.00000000E+00,   0.00000000E+00,   0.18041454E-09,
 37887.046,   1,  0.19173603E+10,   0.00000000E+00,  -0.18889047E+10,   0.00000000E+00,   0.00000000E+00,  -0.22378740E+08,   0.00000000E+00,   0.00000000E+00,   0.14731485E-09,
